,subject,ROI,dataset,avg_difference,embed_method,model_LogLikelihood,AIC
10,16,pmc_nn,sherlock,0.4434633197203024,PHATE_TIME,704.4667475919728,-260.9334951839455
11,16,pmc_nn,sherlock,0.2637889626157948,PHATE_TIME,917.2161397547127,-588.4322795094251
12,16,pmc_nn,sherlock,0.18463775524221407,PHATE_TIME,1123.1437743300473,-1000.2875486600948
13,16,pmc_nn,sherlock,0.2686217017951834,PHATE_TIME,955.6388632809268,-665.2777265618537
14,16,pmc_nn,sherlock,0.29528091310979865,PHATE_TIME,-931.7119072250977,3011.4238144501946
15,16,pmc_nn,sherlock,0.5355213072667394,PHATE_TIME,622.3378876348069,-96.67577526961372
0,16,aud_early,sherlock,0.15721745676794324,PHATE,-2664.060218874396,6046.120437748791
1,16,aud_early,sherlock,0.1069699868481757,PHATE,-2753.6341902433037,6225.268380486607
2,16,aud_early,sherlock,0.03890775020368648,PHATE,-2823.6550342970268,6365.3100685940535
3,16,aud_early,sherlock,0.129920106061643,PHATE,-2778.941523358681,6275.883046717361
4,16,aud_early,sherlock,0.07138002594270673,PHATE,-2699.1795779040344,6116.359155808069
5,16,aud_early,sherlock,0.12347345095085703,PHATE,-2801.401297576285,6320.802595152571
6,16,aud_early,sherlock,0.3119109156195685,PHATE,-2524.047734581104,5766.095469162208
7,16,aud_early,sherlock,0.15066802984301186,PHATE,-2769.7179178677798,6183.4358357355595
8,16,aud_early,sherlock,0.056048835575669066,PHATE,-2794.981477706972,6385.962955413944
9,16,aud_early,sherlock,0.14889405236521425,PHATE,-2773.1380564066358,6424.2761128132715
10,16,aud_early,sherlock,0.1190179438763712,PHATE,-2783.2199690956663,6362.439938191333
11,16,aud_early,sherlock,0.03221979998379418,PHATE,-2885.55599258786,6415.111985175719
12,16,aud_early,sherlock,0.08010847734746278,PHATE,-2809.921304660761,6263.842609321521
13,16,aud_early,sherlock,0.08257880911685682,PHATE,-2779.769439902368,6277.538879804736
14,16,aud_early,sherlock,0.11632713072174786,PHATE,-2714.0178961689685,6146.035792337937
15,16,aud_early,sherlock,0.08390579433898833,PHATE,-2806.845874837347,6257.691749674694
0,20,high_Visual,forrest,0.0018380100027620481,LLE,-6320.8716328623905,22437.743265724774
1,20,high_Visual,forrest,0.0026180090397072545,LLE,-4944.798371935472,19133.59674387094
2,20,high_Visual,forrest,0.009662220466044485,LLE,-4861.213039472014,20968.42607894403
3,20,high_Visual,forrest,0.3682033467957861,LLE,-3995.7673021497967,19237.5346042996
4,20,high_Visual,forrest,0.053760379292527166,LLE,-5397.466084468869,20038.932168937743
5,20,high_Visual,forrest,0.04793431427946445,LLE,-5350.61797879343,20779.23595758686
6,20,high_Visual,forrest,0.06046524310636034,LLE,-4927.474447231698,19372.9488944634
7,20,high_Visual,forrest,0.017958667833380862,LLE,-5307.016930945512,20978.033861891025
8,20,high_Visual,forrest,0.01823489934164916,LLE,-4767.387738458351,20188.7754769167
9,20,high_Visual,forrest,0.04646619097802079,LLE,-5363.878110891254,20523.756221782507
10,20,high_Visual,forrest,0.012050279543595405,LLE,-6293.331245121877,21560.662490243754
11,20,high_Visual,forrest,0.009553900075728372,LLE,-3981.497184204068,18326.994368408137
12,20,high_Visual,forrest,0.023113375237601368,LLE,-5366.939029978649,20251.8780599573
13,20,high_Visual,forrest,0.0530656983852972,LLE,-5387.1766129651705,21138.353225930343
0,16,aud_early,sherlock,0.1082195326090385,LLE,-2915.1409612079024,6548.281922415805
1,16,aud_early,sherlock,0.0383880142592198,LLE,-2843.5418392134125,6405.083678426825
2,16,aud_early,sherlock,0.06305128874104307,LLE,-2907.6464573053186,6533.292914610637
3,16,aud_early,sherlock,0.0534781931673621,LLE,-2727.784815848072,6173.569631696144
4,16,aud_early,sherlock,0.03501899850966945,LLE,-2762.8737518445264,6243.747503689053
5,16,aud_early,sherlock,0.13825362122147095,LLE,-2782.7571142846973,6283.514228569395
6,16,aud_early,sherlock,0.09958450381113458,LLE,-1577.6325592302176,3873.265118460435
7,16,aud_early,sherlock,0.06951513645368136,LLE,-2779.4852519158776,6202.970503831755
8,16,aud_early,sherlock,0.11205712550533076,LLE,-2814.5199024051753,6425.039804810351
9,16,aud_early,sherlock,0.06999271503510447,LLE,-2730.830677960274,6339.661355920548
10,16,aud_early,sherlock,0.04009872335793303,LLE,-2845.475653742763,6486.951307485526
11,16,aud_early,sherlock,0.05482658531504373,LLE,-2845.672084020409,6335.344168040819
12,16,aud_early,sherlock,0.05863180708933375,LLE,-3326.795839332865,7297.591678665731
13,16,aud_early,sherlock,0.09290471661092288,LLE,-2819.765077456788,6357.530154913576
14,16,aud_early,sherlock,0.0071631146180725766,LLE,-2776.8973843570643,6271.794768714129
15,16,aud_early,sherlock,0.07037675221035578,LLE,-2634.339154308507,5912.678308617014
0,16,early_visual,sherlock,0.16205457592328584,UMAP,-2666.370982892159,9936.741965784317
1,16,early_visual,sherlock,0.1570956522442274,UMAP,-2507.128587871185,9242.25717574237
2,16,early_visual,sherlock,0.16451227956826114,UMAP,-2749.7700783182354,10103.540156636469
3,16,early_visual,sherlock,0.16916377790712608,UMAP,-2771.8525633743598,9771.705126748719
4,16,early_visual,sherlock,0.14910153402716045,UMAP,-2386.6608795484144,8819.321759096829
5,16,early_visual,sherlock,0.17861925231203227,UMAP,-2717.6969515918317,10431.393903183665
6,16,early_visual,sherlock,0.19994247571190235,UMAP,-2562.948118625933,9539.896237251864
7,16,early_visual,sherlock,0.20186236457199674,UMAP,-2666.916200151193,9937.832400302386
8,16,early_visual,sherlock,0.20039693815976076,UMAP,-2723.235396048109,10244.470792096216
9,16,early_visual,sherlock,0.12630766949976918,UMAP,-2461.437668701133,9150.875337402267
10,16,early_visual,sherlock,0.12886413081007175,UMAP,-2589.9131363651777,9783.826272730357
11,16,early_visual,sherlock,0.11587923672380655,UMAP,-2692.551071492423,9799.102142984846
12,16,early_visual,sherlock,0.14908639243488309,UMAP,-2669.122548010487,9206.245096020977
13,16,early_visual,sherlock,0.05466604123874859,UMAP,-2398.2578251707378,9994.515650341476
14,16,early_visual,sherlock,0.17633305710628114,UMAP,-2529.9719869780965,9287.943973956191
15,16,early_visual,sherlock,0.12871956023733522,UMAP,-2789.545661231756,9447.091322463511
0,20,high_Visual,forrest,0.008472329095933956,UMAP,-4812.650216671754,19421.30043334351
1,20,high_Visual,forrest,0.022411768720037327,UMAP,-5279.416242027634,19802.832484055267
2,20,high_Visual,forrest,0.01844142030214783,UMAP,-4477.819130439057,20201.638260878117
3,20,high_Visual,forrest,0.052028622388882735,UMAP,-4902.789095642617,21051.578191285236
4,20,high_Visual,forrest,0.05931355136151933,UMAP,-5058.611301555457,19361.22260311092
5,20,high_Visual,forrest,0.04982042759842545,UMAP,-5303.996285192342,20685.99257038468
6,20,high_Visual,forrest,0.06185949515547569,UMAP,-5068.39537607341,19654.790752146822
7,20,high_Visual,forrest,0.07101195965957212,UMAP,-5245.06494979429,20854.12989958858
8,20,high_Visual,forrest,0.034740266937986146,UMAP,-5215.314674327738,21084.629348655482
9,20,high_Visual,forrest,0.05416559438165683,UMAP,-5269.45726010306,20334.91452020612
10,20,high_Visual,forrest,0.021845004916850437,UMAP,-4824.187430997934,18622.374861995868
11,20,high_Visual,forrest,0.043306923946235774,UMAP,-5201.966308532285,20767.932617064573
12,20,high_Visual,forrest,0.0316868553185571,UMAP,-5216.786231989662,19951.57246397933
13,20,high_Visual,forrest,0.049103464158751546,UMAP,-5248.615719874541,20861.231439749085
0,20,aud_early,forrest,0.02556545093746874,UMAP,-5092.685347737968,20263.370695475936
1,20,aud_early,forrest,0.057620314879012535,UMAP,-5144.4089969903025,20652.817993980607
2,20,aud_early,forrest,0.04046146662343636,UMAP,-5088.735605942912,22031.471211885826
3,20,aud_early,forrest,0.01801283311139763,UMAP,-5006.2232045385435,21560.446409077085
4,20,aud_early,forrest,0.01352960704521718,UMAP,-3973.504812977907,18895.00962595581
5,20,aud_early,forrest,0.05403889452864271,UMAP,-4844.863762019293,20343.727524038582
6,20,aud_early,forrest,0.05723589319708348,UMAP,-5323.0346566937515,22500.069313387507
7,20,aud_early,forrest,0.05884682791258801,UMAP,-5107.4236687671255,22068.847337534247
8,20,aud_early,forrest,0.043310915649864126,UMAP,-4872.652983476452,19823.305966952903
9,20,aud_early,forrest,0.012066414224152187,UMAP,-5137.728489308492,20929.45697861698
10,20,aud_early,forrest,0.0445295246926649,UMAP,-5356.955184518643,21661.910369037287
11,20,aud_early,forrest,0.07824718161604018,UMAP,-5066.587849527687,22297.17569905537
12,20,aud_early,forrest,0.024269111133135214,UMAP,-5094.73218032728,21435.46436065456
13,20,aud_early,forrest,0.04224458961585709,UMAP,-4677.643572052021,20303.28714410404
0,20,pmc_nn,forrest,0.01857979332287121,PHATE,-5487.822896952118,36059.64579390424
1,20,pmc_nn,forrest,0.023397841725098782,PHATE,-5479.184896863589,37404.36979372718
2,20,pmc_nn,forrest,0.01237266542837605,PHATE,-5542.787986745539,33979.575973491075
3,20,pmc_nn,forrest,0.016151668834763336,PHATE,-5531.311987306933,36146.62397461386
4,20,pmc_nn,forrest,0.02971488039687437,PHATE,-5457.7781556556,37361.5563113112
5,20,pmc_nn,forrest,0.0280371527788224,PHATE,-5403.695654606737,35003.391309213475
6,20,pmc_nn,forrest,0.029675534896856638,PHATE,-5463.822790117371,33821.645580234734
7,20,pmc_nn,forrest,0.03919386185605417,PHATE,-5406.440603869294,34570.88120773859
8,20,pmc_nn,forrest,0.03551385921714008,PHATE,-5434.313172230864,35064.626344461736
9,20,pmc_nn,forrest,0.03201714976536508,PHATE,-5496.351492070882,36526.70298414177
10,20,pmc_nn,forrest,0.04212564263982545,PHATE,-5426.211057813859,35490.42211562772
11,20,pmc_nn,forrest,0.011226024982536857,PHATE,-5481.022623631289,37408.045247262584
12,20,pmc_nn,forrest,0.02436718690339186,PHATE,-5483.329355666504,37412.65871133301
13,20,pmc_nn,forrest,0.03421713999767173,PHATE,-5432.755128488001,32079.510256976002
0,20,high_Visual,forrest,0.03835685197616636,TSNE,-5466.722738886637,20729.445477773275
1,20,high_Visual,forrest,0.042850695864222584,TSNE,-5417.466848136536,20078.933696273078
2,20,high_Visual,forrest,0.031153712766773818,TSNE,-5365.369663927116,21976.73932785423
3,20,high_Visual,forrest,0.011856627759259894,TSNE,-4084.5773485022814,19415.154697004564
4,20,high_Visual,forrest,0.04841699121172315,TSNE,-5387.5173680955095,20019.034736191017
5,20,high_Visual,forrest,0.0433257805724573,TSNE,-5407.5531788822655,20893.106357764533
6,20,high_Visual,forrest,0.02273863352506773,TSNE,-5286.663114168763,20091.326228337526
7,20,high_Visual,forrest,0.04348568703122597,TSNE,-5386.1964794697,21136.3929589394
8,20,high_Visual,forrest,0.011572586870121658,TSNE,-5190.753848378422,21035.50769675685
9,20,high_Visual,forrest,0.0502368835738408,TSNE,-5392.556489287427,20581.112978574856
10,20,high_Visual,forrest,0.04106986192627369,TSNE,-5440.408463948631,19854.816927897264
11,20,high_Visual,forrest,0.021948134849998288,TSNE,-5090.462997199245,20544.925994398487
12,20,high_Visual,forrest,0.032071042574181266,TSNE,-5450.059709264091,20418.119418528182
13,20,high_Visual,forrest,0.05323867584008556,TSNE,-5367.597637560152,21099.195275120306
0,20,high_Visual,forrest,0.08529830615269712,TPHATE,-4667.063568591776,19130.127137183557
1,20,high_Visual,forrest,0.09330197789373487,TPHATE,-5118.081954994746,19480.16390998949
2,20,high_Visual,forrest,0.041056287794107284,TPHATE,-5059.712229111285,21365.42445822257
3,20,high_Visual,forrest,0.10244853149499122,TPHATE,-5033.768131577862,21313.536263155722
4,20,high_Visual,forrest,0.11361955486488205,TPHATE,-5098.005186047848,19440.010372095694
5,20,high_Visual,forrest,0.11562373832197935,TPHATE,-5129.260884981311,20336.521769962623
6,20,high_Visual,forrest,0.10791405476621023,TPHATE,-5004.340157070728,19526.680314141457
7,20,high_Visual,forrest,0.15525298502172846,TPHATE,-4976.774848246835,20317.54969649367
8,20,high_Visual,forrest,0.1124006484285212,TPHATE,-4978.111983184323,20610.22396636865
9,20,high_Visual,forrest,0.11266018976799633,TPHATE,-4795.582952562658,19387.165905125315
10,20,high_Visual,forrest,0.09532283696260922,TPHATE,-5198.1583472345665,19370.31669446913
11,20,high_Visual,forrest,0.1727607313185554,TPHATE,-4938.495253198419,20240.99050639684
12,20,high_Visual,forrest,0.08852560374265883,TPHATE,-4952.699312005606,19423.39862401121
13,20,high_Visual,forrest,0.10496893288819356,TPHATE,-4956.58098225003,20277.161964500057
0,16,high_Visual,sherlock,0.31944452202360524,TPHATE,-2512.779042132312,5821.558084264623
1,16,high_Visual,sherlock,0.14462381281383466,TPHATE,-2762.138605088448,6488.277210176896
2,16,high_Visual,sherlock,0.13472903147039694,TPHATE,-2671.570271398838,6307.140542797676
3,16,high_Visual,sherlock,0.2430297339511783,TPHATE,-1645.5289840471335,4345.057968094267
4,16,high_Visual,sherlock,0.08203932988366333,TPHATE,-1885.1715592053906,4734.343118410781
5,16,high_Visual,sherlock,0.0993214924866876,TPHATE,-2646.5992439907677,6089.1984879815345
6,16,high_Visual,sherlock,0.398245435500416,TPHATE,-2315.179773690964,5684.359547381928
7,16,high_Visual,sherlock,0.19710472721927547,TPHATE,-2650.948468574917,6179.896937149832
8,16,high_Visual,sherlock,0.1930668152520892,TPHATE,-2718.9265589807783,6401.853117961557
9,16,high_Visual,sherlock,0.24648091901176494,TPHATE,-2506.110760418859,6066.221520837717
10,16,high_Visual,sherlock,0.11130589891611924,TPHATE,-2310.146920307597,5674.293840615194
11,16,high_Visual,sherlock,0.20302850814825327,TPHATE,-2546.5503338408835,6057.100667681768
12,16,high_Visual,sherlock,0.2637428034146752,TPHATE,-2635.9064166746525,6067.812833349305
13,16,high_Visual,sherlock,0.2306748474202975,TPHATE,-2080.9171405706697,5215.8342811413395
14,16,high_Visual,sherlock,0.20735695368811746,TPHATE,-2102.2867200462565,5168.573440092513
15,16,high_Visual,sherlock,0.10352318452575596,TPHATE,-2141.002515537335,5160.00503107467
0,16,high_Visual,sherlock,0.2914577356219413,PHATE_TIME,1063.390434492758,-1330.780868985516
1,16,high_Visual,sherlock,0.5919181664630659,PHATE_TIME,-52.54115349222682,1069.0823069844537
2,16,high_Visual,sherlock,0.503530426888825,PHATE_TIME,525.1894239426816,-86.37884788536348
3,16,high_Visual,sherlock,0.2364215880553162,PHATE_TIME,1129.7767322852776,-1205.5534645705548
4,16,high_Visual,sherlock,0.2560819830175202,PHATE_TIME,1148.6147085357875,-1333.2294170715754
5,16,high_Visual,sherlock,0.2089136849452065,PHATE_TIME,1127.3099033463695,-1458.6198066927388
6,16,high_Visual,sherlock,0.6162542641020867,PHATE_TIME,1147.265146350822,-1240.5302927016435
7,16,high_Visual,sherlock,0.3313028558372783,PHATE_TIME,818.4064891628022,-758.8129783256046
8,16,high_Visual,sherlock,0.4018125349118605,PHATE_TIME,1453.150868385626,-1942.301736771252
9,16,high_Visual,sherlock,0.16232324755439195,PHATE_TIME,760.7116422159247,-467.42328443184937
10,16,high_Visual,sherlock,0.7586202068106952,PHATE_TIME,-1034.6358349925392,3123.271669985079
11,16,high_Visual,sherlock,0.37181642427278266,PHATE_TIME,772.2954601810977,-580.5909203621958
12,16,high_Visual,sherlock,0.2891960813355202,PHATE_TIME,907.0660402301975,-1018.1320804603947
13,16,high_Visual,sherlock,0.1905616066152362,PHATE_TIME,-1064.929868586611,3183.8597371732226
14,16,high_Visual,sherlock,0.31418321132736937,PHATE_TIME,980.701793762802,-997.4035875256038
15,16,high_Visual,sherlock,0.3673212235665924,PHATE_TIME,1239.8360254674733,-1601.6720509349466
0,20,early_visual,forrest,0.0841703238619274,UMAP,-5247.621324922378,31709.24264984476
1,20,early_visual,forrest,0.09396123256696627,UMAP,-5064.549536646102,30527.099073292204
2,20,early_visual,forrest,0.035254267536435784,UMAP,-5127.195804716011,29458.391609432027
3,20,early_visual,forrest,0.06672433761336083,UMAP,-5236.216150163617,34668.43230032724
4,20,early_visual,forrest,0.0862676290187067,UMAP,-5043.967111826443,32555.934223652886
5,20,early_visual,forrest,0.06580455345543824,UMAP,-5209.1579316041825,28846.315863208365
6,20,early_visual,forrest,0.05716397273667845,UMAP,-5039.540803915906,32973.08160783181
7,20,early_visual,forrest,0.06932898794932725,UMAP,-5173.3436210328355,30744.68724206567
8,20,early_visual,forrest,0.06309093883460433,UMAP,-5299.545274337981,30997.090548675962
9,20,early_visual,forrest,0.08815761738918698,UMAP,-5238.752142271591,31281.504284543185
10,20,early_visual,forrest,0.038536198265477495,UMAP,-5106.043075435181,31016.08615087036
11,20,early_visual,forrest,0.0641955399933346,UMAP,-5334.572339253486,31473.144678506967
12,20,early_visual,forrest,0.046975380136200125,UMAP,-5168.228401148615,30734.45680229723
13,20,early_visual,forrest,0.061230515577708186,UMAP,-5230.555212661737,32089.110425323477
0,16,pmc_nn,sherlock,0.15120124689468226,TSNE,-2790.4608289982,6928.9216579964
1,16,pmc_nn,sherlock,0.09200536795896999,TSNE,-2845.3161680282756,6744.632336056551
2,16,pmc_nn,sherlock,0.09853338460660667,TSNE,-2852.729978470087,6669.459956940174
3,16,pmc_nn,sherlock,0.08497761877951562,TSNE,-2888.6522640412236,7023.304528082447
4,16,pmc_nn,sherlock,0.09589537761504424,TSNE,-2855.336220572873,6858.672441145746
5,16,pmc_nn,sherlock,0.1210288379828528,TSNE,-2823.5501117374683,7101.100223474937
6,16,pmc_nn,sherlock,0.10237688220834534,TSNE,-2794.9973554754283,6737.994710950857
7,16,pmc_nn,sherlock,0.09801856814985636,TSNE,-2865.040699434249,7078.081398868498
8,16,pmc_nn,sherlock,0.1308228067923222,TSNE,-2813.0032712502184,6774.006542500437
9,16,pmc_nn,sherlock,0.07661445219165364,TSNE,-2911.664160091355,7277.32832018271
10,16,pmc_nn,sherlock,0.044317541400023294,TSNE,-2944.6934623291377,7037.386924658275
11,16,pmc_nn,sherlock,0.08328997668458413,TSNE,-2872.9371863696147,6991.874372739228
12,16,pmc_nn,sherlock,0.07849668278523017,TSNE,-2906.2050254816736,7058.410050963347
13,16,pmc_nn,sherlock,0.12216563975657545,TSNE,-2841.758314667333,6929.516629334666
14,16,pmc_nn,sherlock,0.09723903276919818,TSNE,-2813.6778566944126,6775.355713388824
15,16,pmc_nn,sherlock,0.08509182074870257,TSNE,-2893.1479614785917,6934.2959229571825
0,16,high_Visual,sherlock,0.6453308535448173,SMOOTH_PHATE,-428.1492092131546,1652.2984184263091
1,16,high_Visual,sherlock,0.717380655926158,SMOOTH_PHATE,-1069.6308788481474,3103.2617576962953
2,16,high_Visual,sherlock,0.5282698303385279,SMOOTH_PHATE,-2216.920847377337,5397.841694754674
3,16,high_Visual,sherlock,0.5770797978015443,SMOOTH_PHATE,-744.8471808714697,2543.69436174294
4,16,high_Visual,sherlock,0.2858916074419845,SMOOTH_PHATE,-2299.846430935683,5563.692861871366
5,16,high_Visual,sherlock,0.4241059399008712,SMOOTH_PHATE,-2308.6998975887304,5413.399795177461
6,16,high_Visual,sherlock,0.4325567185967361,SMOOTH_PHATE,-994.9784742161014,3043.956948432203
7,16,high_Visual,sherlock,0.5196972262433237,SMOOTH_PHATE,-1758.9766609368505,4395.9533218737015
8,16,high_Visual,sherlock,0.4578615288960581,SMOOTH_PHATE,-2241.8881421268734,5447.776284253747
9,16,high_Visual,sherlock,0.5448368496092644,SMOOTH_PHATE,-1798.0069884803665,4650.013976960733
10,16,high_Visual,sherlock,0.29288542874752505,SMOOTH_PHATE,-2328.482764338074,5710.965528676147
11,16,high_Visual,sherlock,0.20420431201237305,SMOOTH_PHATE,-2568.671271654536,6101.342543309072
12,16,high_Visual,sherlock,0.4544123355029001,SMOOTH_PHATE,-2330.1614623300393,5456.322924660079
13,16,high_Visual,sherlock,0.4891647754413202,SMOOTH_PHATE,-114.39561203594357,1282.7912240718872
14,16,high_Visual,sherlock,0.3991234712060124,SMOOTH_PHATE,-1908.748442833426,4781.496885666852
15,16,high_Visual,sherlock,0.4161534761623849,SMOOTH_PHATE,-2130.0523361061623,5138.104672212325
0,16,early_visual,sherlock,0.6078269574350268,TPHATE,-1842.5992856709624,8289.198571341924
1,16,early_visual,sherlock,0.5486158351429277,TPHATE,-2175.3324838277563,8578.664967655513
2,16,early_visual,sherlock,0.3950644350971494,TPHATE,-2358.337250605911,9320.674501211824
3,16,early_visual,sherlock,0.4202218913298232,TPHATE,-2298.2345368707033,8824.469073741406
4,16,early_visual,sherlock,0.4085590892973392,TPHATE,-2224.255738061708,8494.511476123416
5,16,early_visual,sherlock,0.4964496624124382,TPHATE,-2169.124448394697,9334.248896789395
6,16,early_visual,sherlock,0.41866144706970215,TPHATE,-2091.6399129956008,8597.279825991202
7,16,early_visual,sherlock,0.6170456383619528,TPHATE,-1925.6839298114317,8455.367859622864
8,16,early_visual,sherlock,0.4917966500603865,TPHATE,-2308.25172845282,9414.50345690564
9,16,early_visual,sherlock,0.4746706849566536,TPHATE,-2280.4877755030648,8788.97555100613
10,16,early_visual,sherlock,0.5721817127583534,TPHATE,-2154.821393813781,8913.642787627563
11,16,early_visual,sherlock,0.44442234657941343,TPHATE,-1816.1709467333685,8046.341893466737
12,16,early_visual,sherlock,0.4596460296334186,TPHATE,-2386.4518060447713,8640.903612089543
13,16,early_visual,sherlock,0.7565321173895208,TPHATE,-1663.9935973535198,8525.98719470704
14,16,early_visual,sherlock,0.4963285492028606,TPHATE,-1903.2512826115703,8034.5025652231425
15,16,early_visual,sherlock,0.6191241936523452,TPHATE,-1834.0745045826102,7536.149009165219
0,16,high_Visual,sherlock,0.05735271533652221,PCA,-2917.4903392902656,6630.980678580531
1,16,high_Visual,sherlock,0.09964228441695594,PCA,-2870.6013987512874,6705.202797502575
2,16,high_Visual,sherlock,0.08753842455605355,PCA,-2867.0678403224492,6698.1356806448985
3,16,high_Visual,sherlock,0.1085224005703431,PCA,-2774.541059712837,6603.082119425672
4,16,high_Visual,sherlock,0.0805722788115879,PCA,-2855.614823385611,6675.229646771222
5,16,high_Visual,sherlock,0.07460323610024293,PCA,-2916.557039159313,6629.114078318626
6,16,high_Visual,sherlock,0.1781724845311386,PCA,-2674.0250805367364,6402.050161073473
7,16,high_Visual,sherlock,0.07681732948566382,PCA,-2905.0659590576197,6688.131918115239
8,16,high_Visual,sherlock,0.06321853675943752,PCA,-2907.4121425371904,6778.824285074381
9,16,high_Visual,sherlock,0.08301608913827767,PCA,-2895.786130730317,6845.572261460635
10,16,high_Visual,sherlock,0.06336245639698676,PCA,-2887.858014519876,6829.7160290397505
11,16,high_Visual,sherlock,0.05141289077290098,PCA,-2922.1186481133313,6808.237296226663
12,16,high_Visual,sherlock,0.07490760496518606,PCA,-2903.662964887821,6603.325929775643
13,16,high_Visual,sherlock,0.18848405475117952,PCA,-2703.745737919686,6461.4914758393725
14,16,high_Visual,sherlock,0.10717742947451292,PCA,-2810.7999456788434,6585.599891357687
15,16,high_Visual,sherlock,0.1014999994932866,PCA,-2896.353472951842,6670.706945903684
0,16,pmc_nn,sherlock,0.04661163482248516,UMAP,-2483.949211130473,6315.898422260947
1,16,pmc_nn,sherlock,0.09425271819916793,UMAP,-2265.700979047809,5585.4019580956165
2,16,pmc_nn,sherlock,0.005740166402804367,UMAP,-2727.2518838706746,6418.503767741349
3,16,pmc_nn,sherlock,0.061832248732603484,UMAP,-2647.4557178214545,6540.911435642909
4,16,pmc_nn,sherlock,-0.009660323873399018,UMAP,-3733.4712629829305,8614.94252596586
5,16,pmc_nn,sherlock,0.046058594065278055,UMAP,-2284.756430248641,6023.5128604972815
6,16,pmc_nn,sherlock,0.11757989556431525,UMAP,-2509.716934302683,6167.433868605366
7,16,pmc_nn,sherlock,0.06109889580619859,UMAP,-2392.4678166339754,6132.935633267951
8,16,pmc_nn,sherlock,0.01712066464387323,UMAP,-2135.065615139752,5418.131230279504
9,16,pmc_nn,sherlock,0.0202658603601248,UMAP,-2255.6522645958607,5965.3045291917215
10,16,pmc_nn,sherlock,0.11382716329622378,UMAP,-2736.2758502448473,6620.551700489694
11,16,pmc_nn,sherlock,0.07338322798136597,UMAP,-2465.0520173897853,6176.1040347795715
12,16,pmc_nn,sherlock,0.049716238353073684,UMAP,-2214.139880032972,5674.279760065943
13,16,pmc_nn,sherlock,0.00679147108471264,UMAP,-3349.514712778679,7945.029425557358
14,16,pmc_nn,sherlock,0.06472803983727489,UMAP,-2339.584474899895,5827.16894979979
15,16,pmc_nn,sherlock,0.12199563702232832,UMAP,-2599.044621420133,6346.089242840266
0,20,high_Visual,forrest,0.040025492716623166,ISOMAP,-5425.2792112899,20646.5584225798
1,20,high_Visual,forrest,0.04067689854649479,ISOMAP,-5409.600758748065,20063.20151749613
2,20,high_Visual,forrest,0.03481210941935989,ISOMAP,-5442.584140008211,22131.16828001642
3,20,high_Visual,forrest,0.011129917245487718,ISOMAP,-4276.77873110669,19799.557462213383
4,20,high_Visual,forrest,0.04324623633566503,ISOMAP,-5390.094300339051,20024.188600678102
5,20,high_Visual,forrest,0.03707050792015551,ISOMAP,-5411.429040934456,20900.858081868908
6,20,high_Visual,forrest,0.035186713664079265,ISOMAP,-5414.342236050689,20346.68447210138
7,20,high_Visual,forrest,0.04545942977428375,ISOMAP,-5387.048982505808,21138.09796501161
8,20,high_Visual,forrest,0.013969646054978493,ISOMAP,-5430.809841663254,21515.619683326502
9,20,high_Visual,forrest,0.05030364342099505,ISOMAP,-5394.244139089001,20584.488278178003
10,20,high_Visual,forrest,0.03568082086372177,ISOMAP,-5440.530190160754,19855.060380321505
11,20,high_Visual,forrest,0.01115175346534262,ISOMAP,-4869.848500527427,20103.69700105485
12,20,high_Visual,forrest,0.025474114882410977,ISOMAP,-5440.868690179054,20399.737380358107
13,20,high_Visual,forrest,0.04928402414072162,ISOMAP,-5401.062146711836,21166.124293423672
0,16,early_visual,sherlock,0.19012128728637345,LLE,-2727.3416272516297,10058.68325450326
1,16,early_visual,sherlock,0.1098174061032478,LLE,-2485.7288246418093,9199.45764928362
2,16,early_visual,sherlock,0.17921631716273093,LLE,-2750.2914908325633,10104.582981665128
3,16,early_visual,sherlock,0.20642516757400986,LLE,-2749.773232397427,9727.546464794854
4,16,early_visual,sherlock,0.1918683601820717,LLE,-2790.872069155838,9627.744138311677
5,16,early_visual,sherlock,0.17068168448688667,LLE,-2687.820470708711,10371.64094141742
6,16,early_visual,sherlock,0.19417390596223505,LLE,-2700.7846845209083,9815.569369041816
7,16,early_visual,sherlock,0.12673824860552124,LLE,-2761.571514342464,10127.143028684928
8,16,early_visual,sherlock,0.15822118046021466,LLE,-2760.918233997865,10319.83646799573
9,16,early_visual,sherlock,0.11357367171205728,LLE,-2774.5175085587794,9777.03501711756
10,16,early_visual,sherlock,0.068098095290946,LLE,-2802.608480198081,10209.216960396165
11,16,early_visual,sherlock,0.18003068213530546,LLE,-2768.751887076422,9951.503774152845
12,16,early_visual,sherlock,0.07960533367946575,LLE,-2748.921882164779,9365.843764329558
13,16,early_visual,sherlock,0.10479143537515433,LLE,-2750.698020801547,10699.396041603095
14,16,early_visual,sherlock,0.21384408618698156,LLE,-2637.207804374159,9502.415608748315
15,16,early_visual,sherlock,0.112709814053375,LLE,-2807.2523476968813,9482.504695393762
0,16,pmc_nn,sherlock,0.10737085371379727,ISOMAP,-2831.9844165701106,7011.968833140221
1,16,pmc_nn,sherlock,0.06921975190832026,ISOMAP,-2861.997987260877,6777.995974521754
2,16,pmc_nn,sherlock,0.08631237173086767,ISOMAP,-2846.593721935579,6657.187443871158
3,16,pmc_nn,sherlock,0.11780649032789772,ISOMAP,-2846.153760897585,6938.307521795171
4,16,pmc_nn,sherlock,0.08999614853102919,ISOMAP,-2884.049689381563,6916.099378763126
