,subject,ROI,dataset,difference_score,embed_method,CV_K,model_LogLikelihood,AIC,neg_LL
893,10,aud_early,sherlock,0.109888973,TSNE,20,-2803.166401,6484.332802,2803.166401
894,11,aud_early,sherlock,0.09296573,TSNE,19,-2868.220464,6532.440928,2868.220464
895,12,aud_early,sherlock,0.06548132799999999,TSNE,17,-2879.722543,6403.445085,2879.722543
896,13,aud_early,sherlock,0.080584652,TSNE,17,-2902.867057,6449.734114,2902.867057
897,14,aud_early,sherlock,0.125862951,TSNE,18,-2667.054786,6052.109572,2667.054786
898,15,aud_early,sherlock,0.121739104,TSNE,18,-2768.041588,6254.083176,2768.041588
899,16,aud_early,sherlock,0.117507444,TSNE,17,-2808.442263,6260.884526,2808.442263
900,1,high_Visual,forrest,0.10936828,TPHATE,69,-4952.805885,19701.61177,4952.805885
901,2,high_Visual,forrest,0.067423876,TPHATE,67,-5467.803487,20179.606969999997,5467.803487
902,3,high_Visual,forrest,0.06414492599999999,TPHATE,74,-5467.523131,22181.04626,5467.523131
903,4,high_Visual,forrest,0.080160261,TPHATE,74,-5405.130627000001,22056.26125,5405.130627000001
904,6,high_Visual,forrest,0.107630142,TPHATE,67,-5394.635453,20033.27091,5394.635453
905,9,high_Visual,forrest,0.127707496,TPHATE,70,-5419.0284679999995,20916.056940000002,5419.0284679999995
906,10,high_Visual,forrest,0.107914055,TPHATE,68,-5004.340157,19526.68031,5004.340157
907,14,high_Visual,forrest,0.145067527,TPHATE,71,-5277.959569,20919.91914,5277.959569
908,15,high_Visual,forrest,0.099207981,TPHATE,72,-5352.0937060000015,21358.18741,5352.0937060000015
909,16,high_Visual,forrest,0.105614789,TPHATE,69,-4948.0298219999995,19692.05964,4948.0298219999995
910,17,high_Visual,forrest,0.07378064599999999,TPHATE,66,-5520.096534,20014.193069999998,5520.096534
911,18,high_Visual,forrest,0.097798314,TPHATE,71,-5298.724751,20961.4495,5298.724751
912,19,high_Visual,forrest,0.09410768,TPHATE,68,-5297.15356,20112.307119999998,5297.15356
913,20,high_Visual,forrest,0.088160424,TPHATE,71,-5329.844317,21023.68863,5329.844317
914,1,aud_early,forrest,0.09722366699999999,TPHATE,70,-4940.532783,19959.06557,4940.532783
915,2,aud_early,forrest,0.24904211199999998,TPHATE,71,-3979.865607,18323.731209999998,3979.865607
916,3,aud_early,forrest,0.067558484,TPHATE,76,-1327.619134,14509.238269999998,1327.619134
917,4,aud_early,forrest,0.069614571,TPHATE,75,-3200.687786,17949.37557,3200.687786
918,6,aud_early,forrest,0.095193081,TPHATE,73,-5320.245643,21588.49129,5320.245643
919,9,aud_early,forrest,0.085649165,TPHATE,72,-5277.16702,21208.33404,5277.16702
920,10,aud_early,forrest,0.18135364,TPHATE,76,-3115.229109,18084.45822,3115.229109
921,14,aud_early,forrest,0.031619672,TPHATE,76,-3369.196129,18592.39226,3369.196129
922,15,aud_early,forrest,0.019099401000000002,TPHATE,70,-3245.426626,16568.85325,3245.426626
923,16,aud_early,forrest,0.153822298,TPHATE,72,-5085.513185,20825.02637,5085.513185
924,17,aud_early,forrest,0.09551663099999999,TPHATE,73,-4940.720884,20829.441769999998,4940.720884
925,18,aud_early,forrest,0.048047505,TPHATE,77,-3117.688933,18399.37787,3117.688933
926,19,aud_early,forrest,0.103696761,TPHATE,74,-5003.4380740000015,21252.87615,5003.4380740000015
927,20,aud_early,forrest,0.11359566800000001,TPHATE,73,-4978.223752,20904.4475,4978.223752
928,1,aud_early,forrest,0.019336716,TSNE,70,-4968.793418,20015.58684,4968.793418
929,2,aud_early,forrest,0.010717579,TSNE,71,-4602.722886,19569.44577,4602.722886
930,3,aud_early,forrest,0.017951024,TSNE,76,-4775.365252000001,21404.7305,4775.365252000001
931,4,aud_early,forrest,0.010774648000000001,TSNE,75,-3956.6012049999995,19461.202409999998,3956.6012049999995
932,6,aud_early,forrest,0.040456227000000004,TSNE,73,-4932.543618,20813.08724,4932.543618
933,9,aud_early,forrest,0.016813174,TSNE,72,-4966.162903,20586.32581,4966.162903
934,10,aud_early,forrest,0.028584475,TSNE,76,-4999.114347,21852.22869,4999.114347
935,14,aud_early,forrest,0.02898115,TSNE,76,-4924.10784,21702.21568,4924.10784
936,15,aud_early,forrest,0.011645248,TSNE,70,-4700.252493,19478.50499,4700.252493
937,16,aud_early,forrest,0.007560736,TSNE,72,-4999.751306,20653.50261,4999.751306
938,17,aud_early,forrest,0.013111498999999999,TSNE,73,-4940.866964,20829.733930000002,4940.866964
939,18,aud_early,forrest,0.029762693,TSNE,77,-2463.781219,17091.56244,2463.781219
940,19,aud_early,forrest,0.013578275,TSNE,74,-5016.511103,21279.02221,5016.511103
941,20,aud_early,forrest,0.024818753,TSNE,73,-4962.390167000001,20872.78033,4962.390167000001
942,1,pmc_nn,forrest,0.12163292099999999,TPHATE,111,-4004.579318,33093.158639999994,4004.579318
943,2,pmc_nn,forrest,0.17914302399999998,TPHATE,114,-4428.683336,35303.366669999996,4428.683336
944,3,pmc_nn,forrest,0.013478668000000001,TPHATE,106,-3697.990558,30289.98112,3697.990558
945,4,pmc_nn,forrest,0.013910226999999999,TPHATE,111,-2436.0090370000007,29956.01807,2436.0090370000007
946,6,pmc_nn,forrest,0.18765263699999998,TPHATE,114,-4530.586775,35507.17355,4530.586775
947,9,pmc_nn,forrest,0.14712803300000002,TPHATE,109,-4994.799686,34185.599369999996,4994.799686
948,10,pmc_nn,forrest,0.078768308,TPHATE,106,-4444.5249490000015,31783.0499,4444.5249490000015
949,14,pmc_nn,forrest,0.16137436900000002,TPHATE,108,-4584.775378,32927.55076000001,4584.775378
950,15,pmc_nn,forrest,0.117173766,TPHATE,109,-3468.113213,31132.226430000002,3468.113213
951,16,pmc_nn,forrest,0.23269818399999997,TPHATE,112,-4793.966854,35121.933710000005,4793.966854
952,17,pmc_nn,forrest,0.21837363,TPHATE,110,-4879.027931000001,34396.05586,4879.027931000001
953,18,pmc_nn,forrest,0.12013215599999999,TPHATE,114,-3119.068381,32684.13676,3119.068381
954,19,pmc_nn,forrest,0.17612644600000002,TPHATE,114,-4982.916813,36411.83363,4982.916813
955,20,pmc_nn,forrest,0.147985279,TPHATE,102,-4939.255085,31092.510169999998,4939.255085
956,1,pmc_nn,sherlock,0.23739336,PHATE_TIME,25,355.8532258,636.2935484,-355.8532258
957,2,pmc_nn,sherlock,0.24961437,PHATE_TIME,22,1040.043279,-1026.086559,-1040.043279
958,3,pmc_nn,sherlock,0.45257777299999996,PHATE_TIME,21,876.714374,-789.428748,-876.714374
959,4,pmc_nn,sherlock,0.068808651,PHATE_TIME,24,-531.6003893,2309.200779,531.6003893
960,5,pmc_nn,sherlock,0.278676661,PHATE_TIME,23,553.5463308,40.90733832,-553.5463308
961,6,pmc_nn,sherlock,0.212709045,PHATE_TIME,26,1083.109905,-712.2198091,-1083.109905
962,8,pmc_nn,sherlock,0.28841901600000003,PHATE_TIME,25,1538.50355,-1729.0071010000001,-1538.50355
963,9,pmc_nn,sherlock,0.13484302,PHATE_TIME,23,501.0951013,145.8097975,-501.0951013
964,10,pmc_nn,sherlock,0.21399765899999998,PHATE_TIME,26,1097.679561,-741.3591213,-1097.679561
965,11,pmc_nn,sherlock,0.44346332,PHATE_TIME,23,704.4667476,-260.9334952,-704.4667476
966,12,pmc_nn,sherlock,0.263788963,PHATE_TIME,24,917.2161398,-588.4322794999998,-917.2161398
967,13,pmc_nn,sherlock,0.184637755,PHATE_TIME,24,1123.1437740000001,-1000.287549,-1123.1437740000001
968,14,pmc_nn,sherlock,0.395449014,PHATE_TIME,24,206.59576769999998,832.8084647000003,-206.59576769999998
969,15,pmc_nn,sherlock,0.29528091300000003,PHATE_TIME,23,-931.7119072,3011.423814,931.7119072
970,1,pmc_nn,sherlock,0.10348923800000001,LLE,25,-2772.469654,6892.939308,2772.469654
971,2,pmc_nn,sherlock,0.084657224,LLE,22,-2834.269077,6722.5381549999975,2834.269077
972,3,pmc_nn,sherlock,0.073421576,LLE,21,-2835.672067,6635.344133,2835.672067
973,4,pmc_nn,sherlock,0.097244883,LLE,24,-2855.435101,6956.870201000002,2855.435101
974,5,pmc_nn,sherlock,0.04163635,LLE,23,-2798.712577,6745.425154000001,2798.712577
975,6,pmc_nn,sherlock,0.063096554,LLE,26,-2839.7274350000002,7133.454869,2839.7274350000002
976,7,pmc_nn,sherlock,0.081302767,LLE,23,-3034.282561,7216.565122,3034.282561
977,8,pmc_nn,sherlock,0.067819375,LLE,25,-2886.827962000001,7121.655923,2886.827962000001
978,9,pmc_nn,sherlock,0.075301253,LLE,23,-2810.810172,6769.620344,2810.810172
979,10,pmc_nn,sherlock,0.128373378,LLE,26,-2871.811592,7197.623184,2871.811592
980,11,pmc_nn,sherlock,0.070506529,LLE,23,-2882.482275,6912.96455,2882.482275
981,12,pmc_nn,sherlock,0.05041777,LLE,24,-3114.45689,7474.913781,3114.45689
982,13,pmc_nn,sherlock,0.0030788440000000003,LLE,24,-3452.7472340000004,8151.494469,3452.7472340000004
983,14,pmc_nn,sherlock,0.037415871,LLE,24,-2971.4869949999998,7188.973991,2971.4869949999998
984,15,pmc_nn,sherlock,0.074362247,LLE,23,-2744.682647,6637.365294,2744.682647
985,16,pmc_nn,sherlock,0.040699383,LLE,23,-2898.5837100000012,6945.167420999999,2898.5837100000012
986,1,pmc_nn,forrest,0.013197253,PHATE_TIME,111,4173.760612,16736.47878,-4173.760612
987,2,pmc_nn,forrest,0.103691576,PHATE_TIME,114,4745.064233,16955.87153,-4745.064233
988,3,pmc_nn,forrest,0.0070798280000000016,PHATE_TIME,106,6182.856354,10528.28729,-6182.856354
989,4,pmc_nn,forrest,0.016669327,PHATE_TIME,111,6547.516967000001,11988.96607,-6547.516967000001
990,6,pmc_nn,forrest,0.015202397,PHATE_TIME,114,7338.656218999998,11768.68756,-7338.656218999998
991,9,pmc_nn,forrest,0.060147822999999996,PHATE_TIME,109,5361.911212,13472.177580000001,-5361.911212
992,10,pmc_nn,forrest,0.018357488999999998,PHATE_TIME,106,6605.027409,9683.945181000001,-6605.027409
993,14,pmc_nn,forrest,0.029716517999999997,PHATE_TIME,108,6361.852628000002,11034.294740000001,-6361.852628000002
994,15,pmc_nn,forrest,0.056884079000000004,PHATE_TIME,109,6160.7842329999985,11874.43153,-6160.7842329999985
995,16,pmc_nn,forrest,0.01825119,PHATE_TIME,112,6997.2942349999985,11539.41153,-6997.2942349999985
996,17,pmc_nn,forrest,0.012843273,PHATE_TIME,110,7318.414925,10001.17015,-7318.414925
997,18,pmc_nn,forrest,0.057635509,PHATE_TIME,114,6785.9300269999985,12874.13995,-6785.9300269999985
998,19,pmc_nn,forrest,0.019946033999999998,PHATE_TIME,114,6301.454804,13843.090390000001,-6301.454804
999,20,pmc_nn,forrest,0.044064807000000004,PHATE_TIME,102,5359.055219,10495.88956,-5359.055219
1000,1,pmc_nn,forrest,0.042728219000000005,SMOOTH_PHATE,111,-5382.067039000001,35848.13408,5382.067039000001
1001,2,pmc_nn,forrest,0.042962493,SMOOTH_PHATE,114,-5432.7296270000015,37311.45925,5432.7296270000015
1002,3,pmc_nn,forrest,0.010534944,SMOOTH_PHATE,106,-5493.078709,33880.157419999996,5493.078709
1003,4,pmc_nn,forrest,0.063867114,SMOOTH_PHATE,111,-5255.980152,35595.9603,5255.980152
1004,6,pmc_nn,forrest,0.088540009,SMOOTH_PHATE,114,-5254.414022,36954.82804,5254.414022
1005,9,pmc_nn,forrest,0.08350858900000001,SMOOTH_PHATE,109,-5221.551565,34639.10313,5221.551565
1006,10,pmc_nn,forrest,0.045873147,SMOOTH_PHATE,106,-5349.141259,33592.28252,5349.141259
1007,14,pmc_nn,forrest,0.08876489800000001,SMOOTH_PHATE,108,-5265.56485,34289.1297,5265.56485
1008,15,pmc_nn,forrest,0.06846177099999999,SMOOTH_PHATE,109,-5265.4255969999995,34726.85119,5265.4255969999995
1009,16,pmc_nn,forrest,0.186925819,SMOOTH_PHATE,112,-5021.895525,35577.79105,5021.895525
1010,17,pmc_nn,forrest,0.218520031,SMOOTH_PHATE,110,-4808.743179,34255.48636,4808.743179
1011,18,pmc_nn,forrest,0.021038577000000003,SMOOTH_PHATE,114,-5489.706548,37425.4131,5489.706548
1012,19,pmc_nn,forrest,0.07100307,SMOOTH_PHATE,114,-5377.600715,37201.20143,5377.600715
1013,20,pmc_nn,forrest,0.10762616900000001,SMOOTH_PHATE,102,-5162.7052920000015,31539.41058,5162.7052920000015
1014,1,high_Visual,sherlock,0.07281149,PHATE,19,-2859.827017,6515.654034,2859.827017
1015,2,high_Visual,sherlock,0.096646736,PHATE,21,-2850.743952,6665.487903,2850.743952
1016,3,high_Visual,sherlock,0.13045245800000002,PHATE,21,-2822.753354,6609.506707000001,2822.753354
1017,4,high_Visual,sherlock,0.108375525,PHATE,22,-2780.756773,6615.513546,2780.756773
1018,5,high_Visual,sherlock,0.095665611,PHATE,21,-2752.970769,6469.941537,2752.970769
1019,6,high_Visual,sherlock,0.086384586,PHATE,19,-2883.507516,6563.015033,2883.507516
1020,7,high_Visual,sherlock,0.21495109699999998,PHATE,22,-2642.658841,6339.317683,2642.658841
1021,8,high_Visual,sherlock,0.06407552700000001,PHATE,20,-2911.495269,6700.990537,2911.495269
1022,9,high_Visual,sherlock,0.056712438,PHATE,21,-2921.427086,6806.854170999999,2921.427086
1023,10,high_Visual,sherlock,0.101437895,PHATE,22,-2834.149954,6722.299909,2834.149954
1024,11,high_Visual,sherlock,0.063464683,PHATE,22,-2906.570408,6867.140816,2906.570408
1025,12,high_Visual,sherlock,0.054809471,PHATE,21,-2918.020082,6800.040163,2918.020082
1026,13,high_Visual,sherlock,0.09495195199999999,PHATE,19,-2855.698696,6507.397392,2855.698696
1027,14,high_Visual,sherlock,0.16896020399999995,PHATE,22,-2736.670902,6527.341803,2736.670902
1028,15,high_Visual,sherlock,0.29667006100000004,PHATE,21,-2586.4982410000002,6136.996483,2586.4982410000002
1029,16,high_Visual,sherlock,0.03938242,PHATE,20,-2924.022605,6726.0452099999975,2924.022605
1030,1,aud_early,sherlock,0.118496364,ISOMAP,18,-2743.020089,6204.040178,2743.020089
1031,2,aud_early,sherlock,0.146030985,ISOMAP,18,-2773.204442,6264.408884,2773.204442
1032,3,aud_early,sherlock,0.136520174,ISOMAP,18,-2787.3799510000013,6292.759903,2787.3799510000013
1033,4,aud_early,sherlock,0.14584723300000002,ISOMAP,18,-2820.504743,6359.009486,2820.504743
1034,5,aud_early,sherlock,0.124202114,ISOMAP,18,-2747.77488,6213.549759,2747.77488
1035,6,aud_early,sherlock,0.087644371,ISOMAP,18,-2844.491026,6406.982051,2844.491026
1036,7,aud_early,sherlock,0.166604125,ISOMAP,18,-2713.330511,6144.661021,2713.330511
1037,8,aud_early,sherlock,0.108335921,ISOMAP,17,-2842.364677,6328.729354,2842.364677
1038,9,aud_early,sherlock,0.078506555,ISOMAP,19,-2823.0594539999997,6442.118907,2823.0594539999997
1039,10,aud_early,sherlock,0.143460102,ISOMAP,20,-2796.5943829999997,6471.188765,2796.5943829999997
1040,11,aud_early,sherlock,0.11920001699999999,ISOMAP,19,-2814.270059,6424.540117000001,2814.270059
1041,12,aud_early,sherlock,0.082559238,ISOMAP,17,-2829.010386,6302.020771,2829.010386
1042,13,aud_early,sherlock,0.060259619,ISOMAP,17,-2857.468475,6358.936951,2857.468475
1043,14,aud_early,sherlock,0.126497929,ISOMAP,18,-2755.978196,6229.956392,2755.978196
1044,15,aud_early,sherlock,0.132022308,ISOMAP,18,-2796.872267,6311.744534,2796.872267
1045,16,aud_early,sherlock,0.092587161,ISOMAP,17,-2852.533153000001,6349.066306000002,2852.533153000001
1046,1,aud_early,sherlock,0.204045455,PCA,18,-2707.3377809999997,6132.6755630000025,2707.3377809999997
1047,2,aud_early,sherlock,0.09805443,PCA,18,-2821.7622149999997,6361.5244299999995,2821.7622149999997
1048,3,aud_early,sherlock,0.119863229,PCA,18,-2818.657386,6355.314772,2818.657386
1049,4,aud_early,sherlock,0.090793662,PCA,18,-2832.199697,6382.399394,2832.199697
1050,5,aud_early,sherlock,0.101331915,PCA,18,-2792.389869,6302.779738,2792.389869
1051,6,aud_early,sherlock,0.079061169,PCA,18,-2853.025539,6424.051077,2853.025539
1052,7,aud_early,sherlock,0.19073043899999997,PCA,18,-2726.944243,6171.888486,2726.944243
1053,8,aud_early,sherlock,0.056987995,PCA,17,-2873.4044719999997,6390.8089450000025,2873.4044719999997
1054,9,aud_early,sherlock,0.082823826,PCA,19,-2988.284462,6772.5689230000025,2988.284462
1055,10,aud_early,sherlock,0.064856015,PCA,20,-2864.17185,6606.3437,2864.17185
1056,11,aud_early,sherlock,0.100554355,PCA,19,-2985.811571,6767.623142,2985.811571
1057,12,aud_early,sherlock,0.114203574,PCA,17,-2836.385271,6316.770542,2836.385271
1058,13,aud_early,sherlock,0.084357315,PCA,17,-2870.834226,6385.668452,2870.834226
1059,14,aud_early,sherlock,0.082348293,PCA,18,-2827.372329,6372.744658,2827.372329
1060,15,aud_early,sherlock,0.10913461599999999,PCA,18,-2853.606902,6425.213803000002,2853.606902
1061,16,aud_early,sherlock,0.057753137,PCA,17,-2891.9824399999998,6427.9648799999995,2891.9824399999998
1062,1,early_visual,forrest,0.027629905,voxel,102,-6229.017808,33672.035616,6229.017808
1063,2,early_visual,forrest,0.030587198,voxel,100,-6208.697904,32815.395808,6208.697904
1064,3,early_visual,forrest,0.022991872000000003,voxel,97,-6244.124682,31692.249364,6244.124682
1065,4,early_visual,forrest,0.020083424,voxel,109,-6245.311845,36686.62369,6245.311845
1066,6,early_visual,forrest,0.029717713,voxel,105,-6212.934035,34893.86807,6212.934035
1067,9,early_visual,forrest,0.023402668999999997,voxel,95,-6244.252294,30916.504588,6244.252294
1068,10,early_visual,forrest,0.01654153,voxel,106,-6267.969848,35429.939696,6267.969848
1069,14,early_visual,forrest,0.021849034,voxel,100,-6258.238485,32914.476969999996,6258.238485
1070,15,early_visual,forrest,0.024817604,voxel,100,-6248.119656,32894.239312,6248.119656
1071,16,early_visual,forrest,0.026793881000000002,voxel,101,-6221.4742479999995,33246.948496,6221.4742479999995
1072,17,early_visual,forrest,0.023856955,voxel,101,-6262.054406,33328.108812,6262.054406
1073,18,early_visual,forrest,0.025810205,voxel,101,-6249.59148,33303.18296000001,6249.59148
1074,19,early_visual,forrest,0.023684652999999996,voxel,100,-6242.893332,32883.786664,6242.893332
1075,20,early_visual,forrest,0.020446238000000002,voxel,103,-6250.92214,34129.844280000005,6250.92214
1076,1,early_visual,forrest,0.052090866,PHATE,102,-5382.368078,31978.736160000004,5382.368078
1077,2,early_visual,forrest,0.06586568400000001,PHATE,100,-5316.4579490000015,31030.9159,5316.4579490000015
1078,3,early_visual,forrest,0.041263572000000005,PHATE,97,-5407.452703,30018.90541000001,5407.452703
1079,4,early_visual,forrest,0.03667342,PHATE,109,-5435.008003,35066.01601,5435.008003
1080,6,early_visual,forrest,0.07549365599999999,PHATE,105,-5336.211932,33140.42386,5336.211932
1081,9,early_visual,forrest,0.022942165,PHATE,95,-5395.196102,29218.3922,5395.196102
1082,10,early_visual,forrest,0.032026205,PHATE,106,-5443.484859,33780.96972,5443.484859
1083,14,early_visual,forrest,0.046270997,PHATE,100,-5399.038431,31196.07686,5399.038431
1084,15,early_visual,forrest,0.079196575,PHATE,100,-5374.720595000002,31147.441189999998,5374.720595000002
1085,16,early_visual,forrest,0.052951119000000005,PHATE,101,-5356.825095,31517.650189999997,5356.825095
1086,17,early_visual,forrest,0.038668368,PHATE,101,-5408.974147,31621.948289999997,5408.974147
1087,18,early_visual,forrest,0.034610552999999995,PHATE,101,-5430.162804,31664.325610000004,5430.162804
1088,19,early_visual,forrest,0.048870262000000005,PHATE,100,-5422.653384,31243.30677,5422.653384
1089,20,early_visual,forrest,0.044643551,PHATE,103,-5394.1582560000015,32416.316510000004,5394.1582560000015
1090,1,high_Visual,sherlock,0.197232906,SMOOTH_PHATE,19,-1119.465291,3034.930583,1119.465291
1091,2,high_Visual,sherlock,0.228254602,SMOOTH_PHATE,21,-1500.4519970000001,3964.903995,1500.4519970000001
1092,3,high_Visual,sherlock,0.374995578,SMOOTH_PHATE,21,-2329.093534,5622.187068,2329.093534
1093,4,high_Visual,sherlock,0.209985936,SMOOTH_PHATE,22,-912.0721797,2878.144359,912.0721797
1094,5,high_Visual,sherlock,0.141527933,SMOOTH_PHATE,21,-2300.978412,5565.956824,2300.978412
1095,6,high_Visual,sherlock,0.283049647,SMOOTH_PHATE,19,-2435.072802,5666.145604,2435.072802
1096,7,high_Visual,sherlock,0.14027146599999998,SMOOTH_PHATE,22,-488.37663939999993,2030.753279,488.37663939999993
1097,8,high_Visual,sherlock,0.139800816,SMOOTH_PHATE,20,-1956.805973,4791.611947,1956.805973
1098,9,high_Visual,sherlock,0.324499141,SMOOTH_PHATE,21,-2410.081094,5784.162188,2410.081094
1099,10,high_Visual,sherlock,0.074233931,SMOOTH_PHATE,22,-1938.590541,4931.1810829999995,1938.590541
1100,11,high_Visual,sherlock,0.306881019,SMOOTH_PHATE,22,-2429.75785,5913.5157,2429.75785
1101,12,high_Visual,sherlock,0.17911005,SMOOTH_PHATE,21,-2707.769339,6379.538678,2707.769339
1102,13,high_Visual,sherlock,0.362058027,SMOOTH_PHATE,19,-2504.346632,5804.693264,2504.346632
1103,14,high_Visual,sherlock,0.34553784,SMOOTH_PHATE,22,-633.1006222,2320.2012440000008,633.1006222
1104,15,high_Visual,sherlock,0.19965176899999998,SMOOTH_PHATE,21,-535.3698753000001,2034.739751,535.3698753000001
1105,16,high_Visual,sherlock,0.161244655,SMOOTH_PHATE,20,-2188.4950059999996,5254.990011999998,2188.4950059999996
1106,1,high_Visual,forrest,0.011858492,voxel,69,-6280.614775,22357.22955,6280.614775
1107,2,high_Visual,forrest,0.009901501,voxel,67,-6280.035758,21804.071516,6280.035758
1108,3,high_Visual,forrest,0.011209713,voxel,74,-6283.513642,23813.027284,6283.513642
1109,4,high_Visual,forrest,0.012771323999999999,voxel,74,-6279.573616,23805.147232,6279.573616
1110,6,high_Visual,forrest,0.013542598999999999,voxel,67,-6274.609997,21793.219994,6274.609997
1111,9,high_Visual,forrest,0.011748523,voxel,70,-6279.86873,22637.73746,6279.86873
1112,10,high_Visual,forrest,0.013455222,voxel,68,-6269.3319299999985,22056.66386,6269.3319299999985
1113,14,high_Visual,forrest,0.01557619,voxel,71,-6277.889255,22919.77851,6277.889255
1114,15,high_Visual,forrest,0.010764333999999999,voxel,72,-6271.898992,23197.797984,6271.898992
1115,16,high_Visual,forrest,0.014580612,voxel,69,-6271.297096,22338.594192,6271.297096
1116,17,high_Visual,forrest,0.010679468999999999,voxel,66,-6289.928094,21553.856188,6289.928094
1117,18,high_Visual,forrest,0.010082478,voxel,71,-6281.871876,22927.743752,6281.871876
1118,19,high_Visual,forrest,0.010540444,voxel,68,-6287.534215,22093.06843000001,6287.534215
1119,20,high_Visual,forrest,0.011126615,voxel,71,-6273.9771,22911.9542,6273.9771
1120,1,aud_early,sherlock,0.355809607,TPHATE,18,-1214.750794,3147.501588,1214.750794
1121,2,aud_early,sherlock,0.364072555,TPHATE,18,-2336.995433,5391.990866,2336.995433
1122,3,aud_early,sherlock,0.354709,TPHATE,18,-2094.992293,4907.984585,2094.992293
1123,4,aud_early,sherlock,0.240600265,TPHATE,18,-1958.1331699999998,4634.266339,1958.1331699999998
1124,5,aud_early,sherlock,0.395728884,TPHATE,18,-2069.259336,4856.518673,2069.259336
1125,6,aud_early,sherlock,0.437222803,TPHATE,18,-1783.0192969999994,4284.038595,1783.0192969999994
1126,7,aud_early,sherlock,0.265125737,TPHATE,18,-1595.76076,3909.521519,1595.76076
1127,8,aud_early,sherlock,0.497513649,TPHATE,17,-2051.33324,4746.6664789999995,2051.33324
1128,9,aud_early,sherlock,0.362145613,TPHATE,19,-2236.395756,5268.791513,2236.395756
1129,10,aud_early,sherlock,0.45636325299999997,TPHATE,20,-998.7298961000001,2875.459792,998.7298961000001
1130,11,aud_early,sherlock,0.33826790799999995,TPHATE,19,-2331.487578,5458.975156,2331.487578
1131,12,aud_early,sherlock,0.306639676,TPHATE,17,-2322.8603329999996,5289.720667000001,2322.8603329999996
1132,13,aud_early,sherlock,0.294711516,TPHATE,17,-2380.413823,5404.827646,2380.413823
1133,14,aud_early,sherlock,0.235469115,TPHATE,18,-1142.55564,3003.11128,1142.55564
1134,15,aud_early,sherlock,0.461317319,TPHATE,18,-1661.247546,4040.495093,1661.247546
1135,16,aud_early,sherlock,0.341302691,TPHATE,17,-2281.412966,5206.825931,2281.412966
1136,1,high_Visual,forrest,0.052047767,PCA,69,-5402.5341549999985,20601.06831,5402.5341549999985
1137,2,high_Visual,forrest,0.043137210999999995,PCA,67,-5387.59091,20019.181819999998,5387.59091
1138,3,high_Visual,forrest,0.052130062000000005,PCA,74,-5373.493053,21992.986109999998,5373.493053
1139,4,high_Visual,forrest,0.037332592000000005,PCA,74,-5415.135061,22076.270119999997,5415.135061
1140,6,high_Visual,forrest,0.058833413,PCA,67,-5338.655692,19921.311380000006,5338.655692
1141,9,high_Visual,forrest,0.06141514400000001,PCA,70,-5380.983636999998,20839.967269999997,5380.983636999998
1142,10,high_Visual,forrest,0.062918184,PCA,68,-5374.290696,20266.58139,5374.290696
1143,14,high_Visual,forrest,0.053337942,PCA,71,-5385.8713579999985,21135.74272,5385.8713579999985
1144,15,high_Visual,forrest,0.065221856,PCA,72,-5357.132499,21368.265,5357.132499
1145,16,high_Visual,forrest,0.058425849,PCA,69,-5342.94077,20481.881540000002,5342.94077
1146,17,high_Visual,forrest,0.05437821599999999,PCA,66,-5362.466605,19698.93321,5362.466605
1147,18,high_Visual,forrest,0.040255371,PCA,71,-5390.07057,21144.14114,5390.07057
1148,19,high_Visual,forrest,0.038012334,PCA,68,-5396.910342,20311.82068,5396.910342
1149,20,high_Visual,forrest,0.061719715999999994,PCA,71,-5355.174005,21074.348009999998,5355.174005
1150,1,early_visual,forrest,0.084170324,UMAP,102,-5247.621325,31709.24265,5247.621325
1151,2,early_visual,forrest,0.093961233,UMAP,100,-5064.549537,30527.09907,5064.549537
1152,3,early_visual,forrest,0.035254268,UMAP,97,-5127.1958049999985,29458.391610000002,5127.1958049999985
1153,4,early_visual,forrest,0.066724338,UMAP,109,-5236.21615,34668.4323,5236.21615
1154,6,early_visual,forrest,0.086267629,UMAP,105,-5043.967111999998,32555.93422,5043.967111999998
1155,9,early_visual,forrest,0.065804553,UMAP,95,-5209.157932,28846.315860000002,5209.157932
1156,10,early_visual,forrest,0.057163973,UMAP,106,-5039.540804,32973.08161,5039.540804
1157,14,early_visual,forrest,0.069328988,UMAP,100,-5173.343621,30744.68724,5173.343621
1158,15,early_visual,forrest,0.063090939,UMAP,100,-5299.545274,30997.09055,5299.545274
1159,16,early_visual,forrest,0.088157617,UMAP,101,-5238.752142,31281.50428,5238.752142
1160,17,early_visual,forrest,0.038536198,UMAP,101,-5106.043075,31016.08615,5106.043075
1161,18,early_visual,forrest,0.06419554,UMAP,101,-5334.572339,31473.14468,5334.572339
1162,19,early_visual,forrest,0.04697538,UMAP,100,-5168.2284009999985,30734.4568,5168.2284009999985
1163,20,early_visual,forrest,0.061230516,UMAP,103,-5230.5552130000015,32089.11043,5230.5552130000015
1164,1,aud_early,sherlock,0.157217457,PHATE,18,-2664.060219,6046.120438,2664.060219
1165,2,aud_early,sherlock,0.10696998699999999,PHATE,18,-2753.6341899999998,6225.2683799999995,2753.6341899999998
1166,3,aud_early,sherlock,0.03890775,PHATE,18,-2823.655034,6365.310069,2823.655034
1167,4,aud_early,sherlock,0.129920106,PHATE,18,-2778.941523,6275.883047,2778.941523
