,subject,ROI,dataset,difference_score,embed_method,CV_K,model_LogLikelihood,AIC,neg_LL
613,3,high_Visual,sherlock,0.056308091,ISOMAP,21,-3192.047297,7348.094594,3192.047297
614,4,high_Visual,sherlock,0.164855385,ISOMAP,22,-3031.841032,7117.682064,3031.841032
615,5,high_Visual,sherlock,0.055222787,ISOMAP,21,-3177.43325,7318.866499,3177.43325
616,6,high_Visual,sherlock,0.055724250999999995,ISOMAP,19,-3215.283709,7226.567417,3215.283709
617,7,high_Visual,sherlock,0.20597850899999998,ISOMAP,22,-2657.214167,6368.428334,2657.214167
618,8,high_Visual,sherlock,0.045023266,ISOMAP,20,-3234.465030000001,7346.930061,3234.465030000001
619,9,high_Visual,sherlock,0.03936016,ISOMAP,21,-3254.1956149999996,7472.391229999997,3254.1956149999996
620,10,high_Visual,sherlock,0.089937791,ISOMAP,22,-3165.381673,7384.763345,3165.381673
621,11,high_Visual,sherlock,0.070447095,ISOMAP,22,-3153.715057,7361.430114,3153.715057
622,12,high_Visual,sherlock,0.029753772999999997,ISOMAP,21,-3229.2865899999997,7422.573179999998,3229.2865899999997
623,13,high_Visual,sherlock,0.05093476,ISOMAP,19,-3222.709116,7241.418232999998,3222.709116
624,14,high_Visual,sherlock,0.144443256,ISOMAP,22,-3006.23525,7066.470498999999,3006.23525
625,15,high_Visual,sherlock,0.08417662,ISOMAP,21,-2805.615465,6575.23093,2805.615465
626,16,high_Visual,sherlock,0.04758322,ISOMAP,20,-3216.797375,7311.594749,3216.797375
627,1,pmc_nn,forrest,0.041988393,UMAP,111,-5323.648499,35731.297,5323.648499
628,2,pmc_nn,forrest,0.08511731300000001,UMAP,114,-5319.906033,37085.81207,5319.906033
629,3,pmc_nn,forrest,0.023114385,UMAP,106,-5469.098728,33832.19746,5469.098728
630,4,pmc_nn,forrest,0.017809099999999998,UMAP,111,-5311.340925,35706.68185,5311.340925
631,6,pmc_nn,forrest,0.043229422,UMAP,114,-5295.936613,37037.87323000001,5295.936613
632,9,pmc_nn,forrest,0.040137677000000004,UMAP,109,-5279.160612,34754.32122,5279.160612
633,10,pmc_nn,forrest,0.04766162,UMAP,106,-5327.973976,33549.94795,5327.973976
634,14,pmc_nn,forrest,0.054720895,UMAP,108,-5200.181461,34158.36292,5200.181461
635,15,pmc_nn,forrest,0.039889632,UMAP,109,-5206.845206,34609.69041,5206.845206
636,16,pmc_nn,forrest,0.022250517,UMAP,112,-5109.5956799999985,35753.191360000004,5109.5956799999985
637,17,pmc_nn,forrest,0.016323334,UMAP,110,-4936.868546,34511.737089999995,4936.868546
638,18,pmc_nn,forrest,0.042882990999999995,UMAP,114,-5400.284142,37246.56828,5400.284142
639,19,pmc_nn,forrest,0.038197625,UMAP,114,-5053.200546,36552.40109,5053.200546
640,20,pmc_nn,forrest,0.048895539,UMAP,102,-5217.311022,31648.62204,5217.311022
641,1,early_visual,sherlock,0.162054576,UMAP,47,-2666.370983,9936.741966,2666.370983
642,2,early_visual,sherlock,0.157095652,UMAP,45,-2507.128588,9242.257176000001,2507.128588
643,3,early_visual,sherlock,0.16451228,UMAP,47,-2749.770078,10103.540159999999,2749.770078
644,4,early_visual,sherlock,0.16916377800000001,UMAP,45,-2771.852563,9771.705127,2771.852563
645,5,early_visual,sherlock,0.149101534,UMAP,44,-2386.66088,8819.321759,2386.66088
646,6,early_visual,sherlock,0.178619252,UMAP,49,-2717.696952,10431.3939,2717.696952
647,7,early_visual,sherlock,0.199942476,UMAP,46,-2562.948119,9539.896237,2562.948119
648,8,early_visual,sherlock,0.201862365,UMAP,47,-2666.9162,9937.8324,2666.9162
649,9,early_visual,sherlock,0.200396938,UMAP,48,-2723.235396,10244.470790000001,2723.235396
650,10,early_visual,sherlock,0.126307669,UMAP,45,-2461.437669,9150.875337000001,2461.437669
651,11,early_visual,sherlock,0.128864131,UMAP,47,-2589.913136,9783.826273,2589.913136
652,12,early_visual,sherlock,0.115879237,UMAP,46,-2692.551071,9799.102143,2692.551071
653,13,early_visual,sherlock,0.14908639199999998,UMAP,43,-2669.122548,9206.245095999999,2669.122548
654,14,early_visual,sherlock,0.054666041,UMAP,50,-2398.257825,9994.51565,2398.257825
655,15,early_visual,sherlock,0.176333057,UMAP,45,-2529.971987,9287.943974,2529.971987
656,16,early_visual,sherlock,0.12871956,UMAP,43,-2789.545661,9447.091322,2789.545661
657,1,pmc_nn,sherlock,0.066148871,voxel,25,-3296.954943,7941.909886,3296.954943
658,2,pmc_nn,sherlock,0.041706135,voxel,22,-3339.98142,7733.96284,3339.98142
659,3,pmc_nn,sherlock,0.047787873,voxel,21,-3327.815302,7619.630604000001,3327.815302
660,4,pmc_nn,sherlock,0.0572351,voxel,24,-3312.146798,7870.293595999998,3312.146798
661,5,pmc_nn,sherlock,0.04712918,voxel,23,-3332.697734,7813.395468000002,3332.697734
662,6,pmc_nn,sherlock,0.052427548,voxel,26,-3305.857696,8065.715392,3305.857696
663,7,pmc_nn,sherlock,0.073382889,voxel,23,-3275.789426000001,7699.578852000002,3275.789426000001
664,8,pmc_nn,sherlock,0.052626179,voxel,25,-3309.13286,7966.26572,3309.13286
665,9,pmc_nn,sherlock,0.045508945999999995,voxel,23,-3338.233563,7824.4671260000005,3338.233563
666,10,pmc_nn,sherlock,0.047564169,voxel,26,-3342.440237000001,8138.880474000001,3342.440237000001
667,11,pmc_nn,sherlock,0.040479284,voxel,23,-3340.662786,7829.325572,3340.662786
668,12,pmc_nn,sherlock,0.062673554,voxel,24,-3322.933489,7891.866978,3322.933489
669,13,pmc_nn,sherlock,0.032438093,voxel,24,-3360.2479710000002,7966.4959420000005,3360.2479710000002
670,14,pmc_nn,sherlock,0.043173746,voxel,24,-3331.7089969999997,7909.417993999998,3331.7089969999997
671,15,pmc_nn,sherlock,0.068174193,voxel,23,-3280.740525,7709.48105,3280.740525
672,16,pmc_nn,sherlock,0.05225977,voxel,23,-3346.463874,7840.927748,3346.463874
673,1,pmc_nn,sherlock,0.040715013,UMAP,25,-2749.822838,6847.6456769999995,2749.822838
674,2,pmc_nn,sherlock,0.08830747,UMAP,22,-2867.739149,6789.4782989999985,2867.739149
675,3,pmc_nn,sherlock,0.055047121,UMAP,21,-2770.773412,6505.546823,2770.773412
676,4,pmc_nn,sherlock,0.074702164,UMAP,24,-2741.681331,6729.362662000001,2741.681331
677,5,pmc_nn,sherlock,0.074525218,UMAP,23,-2874.677587,6897.355175,2874.677587
678,6,pmc_nn,sherlock,0.042282962,UMAP,26,-2391.0560530000002,6236.112107,2391.0560530000002
679,7,pmc_nn,sherlock,0.088204304,UMAP,23,-2593.35322,6334.706439000001,2593.35322
680,8,pmc_nn,sherlock,0.048266558,UMAP,25,-2591.354596,6530.709192,2591.354596
681,9,pmc_nn,sherlock,0.041961155,UMAP,23,-2476.610879,6101.221758,2476.610879
682,10,pmc_nn,sherlock,0.033528649,UMAP,26,-2862.933864,7179.867728,2862.933864
683,11,pmc_nn,sherlock,0.105250774,UMAP,23,-2977.473991,7102.947981,2977.473991
684,12,pmc_nn,sherlock,0.074035789,UMAP,24,-2777.658653,6801.317305,2777.658653
685,13,pmc_nn,sherlock,0.032823967999999995,UMAP,24,-2418.375174,6082.750347,2418.375174
686,14,pmc_nn,sherlock,0.049104827000000004,UMAP,24,-2929.043869,7104.087737999997,2929.043869
687,15,pmc_nn,sherlock,0.0525587,UMAP,23,-2349.7765,5847.552999,2349.7765
688,16,pmc_nn,sherlock,0.08545727199999999,UMAP,23,-2728.876403,6605.752806,2728.876403
689,1,aud_early,sherlock,0.144750681,LLE,18,-2964.508583,6647.017166,2964.508583
690,2,aud_early,sherlock,0.055823152,LLE,18,-3141.983525,7001.967051000001,3141.983525
691,3,aud_early,sherlock,0.065856256,LLE,18,-3023.480603,6764.9612069999985,3023.480603
692,4,aud_early,sherlock,0.077398121,LLE,18,-3039.67917,6797.3583400000025,3039.67917
693,5,aud_early,sherlock,0.062930947,LLE,18,-3061.483727,6840.967455,3061.483727
694,6,aud_early,sherlock,0.052091451,LLE,18,-3124.179045,6966.358089,3124.179045
695,7,aud_early,sherlock,0.17901297800000002,LLE,18,-2910.7596329999997,6539.519267000002,2910.7596329999997
696,8,aud_early,sherlock,0.044403647000000004,LLE,17,-3148.392962,6940.785924,3148.392962
697,9,aud_early,sherlock,0.055251418,LLE,19,-3142.9672539999997,7081.934509000002,3142.9672539999997
698,10,aud_early,sherlock,0.09378395,LLE,20,-3069.427066,7016.854131,3069.427066
699,11,aud_early,sherlock,0.06269939599999999,LLE,19,-3167.887951,7131.7759019999985,3167.887951
700,12,aud_early,sherlock,0.065928124,LLE,17,-3151.935158,6947.870315000001,3151.935158
701,13,aud_early,sherlock,0.04161997,LLE,17,-3182.070715,7008.14143,3182.070715
702,14,aud_early,sherlock,0.085475588,LLE,18,-2919.728549,6557.457098,2919.728549
703,15,aud_early,sherlock,0.12321356900000001,LLE,18,-2911.220389,6540.440779,2911.220389
704,16,aud_early,sherlock,0.029488599999999997,LLE,17,-3174.380102,6992.760203,3174.380102
705,1,early_visual,forrest,0.11360050199999999,SMOOTH_PHATE,102,-5154.6714200000015,31523.342839999998,5154.6714200000015
706,2,early_visual,forrest,0.130907774,SMOOTH_PHATE,100,-4363.031833,29124.06367,4363.031833
707,3,early_visual,forrest,0.09985529800000001,SMOOTH_PHATE,97,-4986.158945,29176.31789,4986.158945
708,6,early_visual,forrest,-0.144646319,SMOOTH_PHATE,105,-5088.20744,32644.41488,5088.20744
709,9,early_visual,forrest,0.09272497699999999,SMOOTH_PHATE,95,-5196.911286,28821.82257,5196.911286
710,10,early_visual,forrest,0.084962185,SMOOTH_PHATE,106,-4778.2831719999995,32450.566339999998,4778.2831719999995
711,14,early_visual,forrest,0.109587428,SMOOTH_PHATE,100,-4995.066106,30388.132210000003,4995.066106
712,15,early_visual,forrest,0.059504075,SMOOTH_PHATE,100,-2717.36409,25832.728180000002,2717.36409
713,16,early_visual,forrest,0.123974598,SMOOTH_PHATE,101,-5116.8172079999995,31037.63442,5116.8172079999995
714,17,early_visual,forrest,0.11363363900000001,SMOOTH_PHATE,101,-5087.360553,30978.721110000002,5087.360553
715,18,early_visual,forrest,0.07673366400000001,SMOOTH_PHATE,101,-5057.572426,30919.14485,5057.572426
716,19,early_visual,forrest,0.11454594,SMOOTH_PHATE,100,-5078.264787,30554.52957,5078.264787
717,20,early_visual,forrest,0.148742124,SMOOTH_PHATE,103,-5119.206532,31866.41306000001,5119.206532
718,1,pmc_nn,sherlock,0.173240497,PHATE,25,-2772.4256969999997,6892.851395000002,2772.4256969999997
719,2,pmc_nn,sherlock,0.07395533900000001,PHATE,22,-2860.989935,6775.979869,2860.989935
720,3,pmc_nn,sherlock,0.054203673,PHATE,21,-2886.382195,6736.764391,2886.382195
721,4,pmc_nn,sherlock,0.149107762,PHATE,24,-2846.087625,6938.175251000002,2846.087625
722,5,pmc_nn,sherlock,0.068448242,PHATE,23,-2851.745407,6851.490814,2851.745407
723,6,pmc_nn,sherlock,0.117139176,PHATE,26,-2812.961362,7079.922723000002,2812.961362
724,7,pmc_nn,sherlock,0.127402155,PHATE,23,-2760.865196,6669.730392,2760.865196
725,8,pmc_nn,sherlock,0.126760311,PHATE,25,-2827.0383699999998,7002.076741,2827.0383699999998
726,9,pmc_nn,sherlock,0.068747617,PHATE,23,-2842.432498,6832.864997,2842.432498
727,10,pmc_nn,sherlock,0.070622189,PHATE,26,-2915.995348,7285.990695999999,2915.995348
728,11,pmc_nn,sherlock,0.09830429800000001,PHATE,23,-2851.7713510000012,6851.542702,2851.7713510000012
729,12,pmc_nn,sherlock,0.078428067,PHATE,24,-2881.999984,7009.999968000001,2881.999984
730,13,pmc_nn,sherlock,0.071847854,PHATE,24,-2890.597868,7027.1957349999975,2890.597868
731,14,pmc_nn,sherlock,0.101296908,PHATE,24,-2838.562529,6923.1250569999975,2838.562529
732,15,pmc_nn,sherlock,0.09681215800000001,PHATE,23,-2816.020747,6780.041493000002,2816.020747
733,16,pmc_nn,sherlock,0.062210532,PHATE,23,-2907.072414,6962.144829000003,2907.072414
734,1,early_visual,forrest,0.075207968,ISOMAP,102,-5361.093571,31936.187139999998,5361.093571
735,2,early_visual,forrest,0.07337226200000001,ISOMAP,100,-5323.3690289999995,31044.738060000003,5323.3690289999995
736,3,early_visual,forrest,0.056190686,ISOMAP,97,-5411.329225,30026.65845,5411.329225
737,4,early_visual,forrest,0.038702508,ISOMAP,109,-5438.753234000002,35073.50647,5438.753234000002
738,6,early_visual,forrest,0.0783848,ISOMAP,105,-5326.45299,33120.90598,5326.45299
739,9,early_visual,forrest,0.042455025,ISOMAP,95,-5401.219247,29230.438489999997,5401.219247
740,10,early_visual,forrest,0.044530337999999996,ISOMAP,106,-5445.1650039999995,33784.330010000005,5445.1650039999995
741,14,early_visual,forrest,0.048820193,ISOMAP,100,-5422.191491,31242.382980000002,5422.191491
742,15,early_visual,forrest,0.050896066,ISOMAP,100,-5398.03474,31194.069480000002,5398.03474
743,16,early_visual,forrest,0.068629679,ISOMAP,101,-5363.841931,31531.68386,5363.841931
744,17,early_visual,forrest,0.045747877,ISOMAP,101,-5397.619461,31599.23892,5397.619461
745,18,early_visual,forrest,0.049022834,ISOMAP,101,-5434.097543,31672.195089999997,5434.097543
746,19,early_visual,forrest,0.06248969400000001,ISOMAP,100,-5393.691513000002,31185.38303,5393.691513000002
747,20,early_visual,forrest,0.060028150999999995,ISOMAP,103,-5371.48575,32370.9715,5371.48575
748,1,pmc_nn,forrest,0.021104302000000002,voxel,111,-6260.4770869999975,37604.954174,6260.4770869999975
749,2,pmc_nn,forrest,0.020941435,voxel,114,-6260.550695,38967.10139,6260.550695
750,3,pmc_nn,forrest,0.014188221,voxel,106,-6266.733006,35427.466012000004,6266.733006
751,4,pmc_nn,forrest,0.012787561999999999,voxel,111,-6258.070032,37600.140064,6258.070032
752,6,pmc_nn,forrest,0.016457822,voxel,114,-6257.440108,38960.88021600001,6257.440108
753,9,pmc_nn,forrest,0.019339536,voxel,109,-6254.076376,36704.152751999995,6254.076376
754,10,pmc_nn,forrest,0.016390045,voxel,106,-6269.989272999999,35433.978546,6269.989272999999
755,14,pmc_nn,forrest,0.027667608,voxel,108,-6236.842682,36231.685364,6236.842682
756,15,pmc_nn,forrest,0.024577937999999997,voxel,109,-6239.161582,36674.323164,6239.161582
757,16,pmc_nn,forrest,0.02762791,voxel,112,-6246.040921,38026.081842,6246.040921
758,17,pmc_nn,forrest,0.015133325,voxel,110,-6266.035026,37170.070052,6266.035026
759,18,pmc_nn,forrest,0.017773273,voxel,114,-6268.620851,38983.241702,6268.620851
760,19,pmc_nn,forrest,0.0157551,voxel,114,-6277.413114,39000.826228,6277.413114
761,20,pmc_nn,forrest,0.019590704,voxel,102,-6260.304827,33734.609654,6260.304827
762,1,aud_early,forrest,0.057795791,SMOOTH_PHATE,70,-5417.196755,20912.393509999998,5417.196755
763,2,aud_early,forrest,0.09341638,SMOOTH_PHATE,71,-3893.7407799999996,18151.48156,3893.7407799999996
764,3,aud_early,forrest,0.077423164,SMOOTH_PHATE,76,-2121.505396,16097.01079,2121.505396
765,4,aud_early,forrest,0.028557505,SMOOTH_PHATE,75,-2872.0720539999998,17292.14411,2872.0720539999998
766,6,aud_early,forrest,0.112618056,SMOOTH_PHATE,73,-5231.717621,21411.43524,5231.717621
767,9,aud_early,forrest,0.08855790699999999,SMOOTH_PHATE,72,-5235.994151,21125.9883,5235.994151
768,10,aud_early,forrest,0.106563455,SMOOTH_PHATE,76,-3877.810735,19609.62147,3877.810735
769,14,aud_early,forrest,0.045156861,SMOOTH_PHATE,76,-3657.901787,19169.80357,3657.901787
770,15,aud_early,forrest,0.127683577,SMOOTH_PHATE,70,-2656.760409,15391.520819999998,2656.760409
771,16,aud_early,forrest,0.066975878,SMOOTH_PHATE,72,-5448.4260859999995,21550.85217,5448.4260859999995
772,17,aud_early,forrest,0.088096307,SMOOTH_PHATE,73,-5471.4700189999985,21890.94004,5471.4700189999985
773,18,aud_early,forrest,0.080774174,SMOOTH_PHATE,77,-2556.583358,17277.166719999994,2556.583358
774,19,aud_early,forrest,0.066546084,SMOOTH_PHATE,74,-5472.700478,22191.40096,5472.700478
775,20,aud_early,forrest,0.11301739,SMOOTH_PHATE,73,-5360.810188,21669.62038,5360.810188
776,1,aud_early,forrest,0.023477269,ISOMAP,70,-5898.431449000002,21874.8629,5898.431449000002
777,2,aud_early,forrest,0.014988656000000001,ISOMAP,71,-5674.722473,21713.44495,5674.722473
778,3,aud_early,forrest,0.01443498,ISOMAP,76,-5098.763226,22051.52645,5098.763226
779,4,aud_early,forrest,0.007029268000000001,ISOMAP,75,-5198.34055,21944.6811,5198.34055
780,6,aud_early,forrest,0.034950393999999996,ISOMAP,73,-5843.399848,22634.7997,5843.399848
781,9,aud_early,forrest,0.032379503,ISOMAP,72,-5850.497031,22354.99406,5850.497031
782,10,aud_early,forrest,0.019008151,ISOMAP,76,-5654.827761,23163.65552,5654.827761
783,14,aud_early,forrest,0.00739575,ISOMAP,76,-5369.396726,22592.79345,5369.396726
784,15,aud_early,forrest,0.04943198099999999,ISOMAP,70,-5367.570752000001,20813.1415,5367.570752000001
785,16,aud_early,forrest,0.026962647000000003,ISOMAP,72,-5893.898047,22441.79609,5893.898047
786,17,aud_early,forrest,0.023467223,ISOMAP,73,-5896.93655,22741.8731,5896.93655
787,18,aud_early,forrest,0.003042995,ISOMAP,77,-5051.0386880000015,22266.077380000002,5051.0386880000015
788,19,aud_early,forrest,0.024825685,ISOMAP,74,-5691.381179,22628.76236,5691.381179
789,20,aud_early,forrest,0.027234926,ISOMAP,73,-5891.9859689999985,22731.97194,5891.9859689999985
790,1,aud_early,sherlock,0.177330262,PHATE_TIME,18,-21.73535585,761.4707117,21.73535585
791,2,aud_early,sherlock,0.19991279399999998,PHATE_TIME,18,219.24277969999997,279.51444069999997,-219.24277969999997
792,3,aud_early,sherlock,0.34821538399999996,PHATE_TIME,18,238.985838,240.0283241,-238.985838
793,4,aud_early,sherlock,0.260794343,PHATE_TIME,18,360.72486089999995,-3.4497217439999996,-360.72486089999995
794,5,aud_early,sherlock,0.230276409,PHATE_TIME,18,8.59996867,700.8000627,-8.59996867
795,6,aud_early,sherlock,0.144739799,PHATE_TIME,18,-6.229345965,730.4586919,6.229345965
796,7,aud_early,sherlock,0.284632365,PHATE_TIME,18,228.27316890000003,261.4536622,-228.27316890000003
797,8,aud_early,sherlock,0.253980301,PHATE_TIME,17,-1788.629005,4221.258010000001,1788.629005
798,9,aud_early,sherlock,0.17319347,PHATE_TIME,19,246.85421060000002,302.2915788,-246.85421060000002
799,10,aud_early,sherlock,0.177580548,PHATE_TIME,20,482.25710300000003,-86.514206,-482.25710300000003
800,11,aud_early,sherlock,0.16862262600000005,PHATE_TIME,19,259.5159284,276.9681432,-259.5159284
801,12,aud_early,sherlock,0.26938701800000003,PHATE_TIME,17,454.756091,-265.51218190000003,-454.756091
802,13,aud_early,sherlock,0.256255562,PHATE_TIME,17,294.8510884,54.29782316,-294.8510884
803,14,aud_early,sherlock,0.288308791,PHATE_TIME,18,456.1949818,-194.3899636,-456.1949818
804,15,aud_early,sherlock,0.35057587700000004,PHATE_TIME,18,-24.31317017,766.6263403,24.31317017
805,16,aud_early,sherlock,0.212065472,PHATE_TIME,17,-253.8708175,1151.7416349999999,253.8708175
806,1,aud_early,sherlock,0.091211265,UMAP,18,-2297.784618,5313.569236,2297.784618
807,2,aud_early,sherlock,0.041684659,UMAP,18,-2037.67206,4793.3441189999985,2037.67206
808,3,aud_early,sherlock,0.042813452,UMAP,18,-1916.574155,4551.148310000001,1916.574155
809,4,aud_early,sherlock,0.12321196699999999,UMAP,18,-2701.799335,6121.598669,2701.799335
810,5,aud_early,sherlock,0.071530401,UMAP,18,-1905.468266,4528.936532,1905.468266
811,6,aud_early,sherlock,0.008570674,UMAP,18,-2042.6254600000002,4803.25092,2042.6254600000002
812,7,aud_early,sherlock,0.03498901,UMAP,18,-1717.6284489999994,4153.256899,1717.6284489999994
813,8,aud_early,sherlock,0.043487227,UMAP,17,-2306.8495940000007,5257.699188000001,2306.8495940000007
814,9,aud_early,sherlock,0.04259196,UMAP,19,-2117.2021879999998,5030.4043759999995,2117.2021879999998
815,10,aud_early,sherlock,0.041205014,UMAP,20,-2405.500025,5689.000051,2405.500025
816,11,aud_early,sherlock,0.06638746599999999,UMAP,19,-2215.026738,5226.053476,2215.026738
817,12,aud_early,sherlock,0.02421163,UMAP,17,-2252.062116,5148.124232,2252.062116
818,13,aud_early,sherlock,0.116490105,UMAP,17,-2394.623486,5433.246971000001,2394.623486
819,14,aud_early,sherlock,0.018729255,UMAP,18,-1786.0746809999994,4290.149363,1786.0746809999994
820,15,aud_early,sherlock,0.10687522,UMAP,18,-2365.139124,5448.278249,2365.139124
821,16,aud_early,sherlock,0.006529634,UMAP,17,-2256.073345,5156.146691,2256.073345
822,1,aud_early,sherlock,0.10259300699999999,voxel,18,-3216.383198,7150.766395999999,3216.383198
823,2,aud_early,sherlock,0.046921295,voxel,18,-3319.327584,7356.655168000001,3319.327584
824,3,aud_early,sherlock,0.050822592,voxel,18,-3288.9428550000002,7295.88571,3288.9428550000002
825,4,aud_early,sherlock,0.07634816900000001,voxel,18,-3295.445167000001,7308.890334000002,3295.445167000001
826,5,aud_early,sherlock,0.048637624000000004,voxel,18,-3292.129835,7302.25967,3292.129835
827,6,aud_early,sherlock,0.031571421,voxel,18,-3318.861437,7355.722873999999,3318.861437
828,7,aud_early,sherlock,0.12858723800000002,voxel,18,-3192.848844,7103.6976879999975,3192.848844
829,8,aud_early,sherlock,0.047373675,voxel,17,-3305.1263129999998,7254.252626,3305.1263129999998
830,9,aud_early,sherlock,0.044553221,voxel,19,-3331.45124,7458.90248,3331.45124
831,10,aud_early,sherlock,0.076347215,voxel,20,-3272.118486,7422.236972,3272.118486
832,11,aud_early,sherlock,0.046083152999999995,voxel,19,-3323.259619,7442.519238,3323.259619
833,12,aud_early,sherlock,0.038401077,voxel,17,-3333.5855899999997,7311.171179999998,3333.5855899999997
834,13,aud_early,sherlock,0.033361358,voxel,17,-3361.029452,7366.058904,3361.029452
835,14,aud_early,sherlock,0.056053470999999994,voxel,18,-3293.3540989999997,7304.708198,3293.3540989999997
836,15,aud_early,sherlock,0.06932792900000001,voxel,18,-3253.017564,7224.035128,3253.017564
837,16,aud_early,sherlock,0.038670324,voxel,17,-3341.65463,7327.309259999999,3341.65463
838,1,high_Visual,sherlock,0.045877005,UMAP,19,-2230.3178359999997,5256.635671,2230.3178359999997
839,2,high_Visual,sherlock,0.007039727,UMAP,21,-2113.397956,5190.795913,2113.397956
840,3,high_Visual,sherlock,0.11713849800000001,UMAP,21,-2866.950887,6697.901774,2866.950887
841,4,high_Visual,sherlock,0.129513321,UMAP,22,-2564.5100899999998,6183.0201799999995,2564.5100899999998
842,5,high_Visual,sherlock,0.010723758,UMAP,21,-2216.692313,5397.384625,2216.692313
843,6,high_Visual,sherlock,0.036153759,UMAP,19,-2635.796472,6067.592944,2635.796472
844,7,high_Visual,sherlock,0.096539574,UMAP,22,-2448.2345,5950.4690009999995,2448.2345
845,8,high_Visual,sherlock,0.09643797900000001,UMAP,20,-2721.738084,6321.476169,2721.738084
846,9,high_Visual,sherlock,0.058975474000000014,UMAP,21,-2980.306955,6924.613909999999,2980.306955
847,10,high_Visual,sherlock,0.06411502200000001,UMAP,22,-2393.527654,5841.055307,2393.527654
848,11,high_Visual,sherlock,0.07070441,UMAP,22,-2648.320624,6350.641247,2648.320624
849,12,high_Visual,sherlock,0.02081951,UMAP,21,-2381.395444,5726.790888,2381.395444
850,13,high_Visual,sherlock,0.016673838,UMAP,19,-2345.104139,5486.2082770000015,2345.104139
851,14,high_Visual,sherlock,0.08114700799999999,UMAP,22,-2414.065007,5882.130015,2414.065007
852,15,high_Visual,sherlock,0.037494501,UMAP,21,-2254.345244,5472.690488,2254.345244
853,16,high_Visual,sherlock,0.019018154,UMAP,20,-2367.666777,5613.333554999997,2367.666777
854,1,early_visual,forrest,0.066871609,PCA,102,-5355.488907,31924.977810000004,5355.488907
855,2,early_visual,forrest,0.08005778599999999,PCA,100,-5334.777497,31067.554989999997,5334.777497
856,3,early_visual,forrest,0.053092408,PCA,97,-5413.687084,30031.37417,5413.687084
857,4,early_visual,forrest,0.05424015,PCA,109,-5419.411592,35034.82318,5419.411592
858,6,early_visual,forrest,0.08108008,PCA,105,-5328.245934000001,33124.49187,5328.245934000001
859,9,early_visual,forrest,0.056828927,PCA,95,-5395.457490999999,29218.91498,5395.457490999999
860,10,early_visual,forrest,0.034697449,PCA,106,-5461.680525,33817.36105,5461.680525
861,14,early_visual,forrest,0.06420696099999999,PCA,100,-5403.024786,31204.04957,5403.024786
862,15,early_visual,forrest,0.046488431,PCA,100,-5408.389515,31214.77903,5408.389515
863,16,early_visual,forrest,0.07731972299999999,PCA,101,-5322.712945,31449.42589,5322.712945
864,17,early_visual,forrest,0.051461745,PCA,101,-5402.693381,31609.38676,5402.693381
865,18,early_visual,forrest,0.05256566,PCA,101,-5426.372964,31656.74593,5426.372964
866,19,early_visual,forrest,0.059705259000000004,PCA,100,-5407.516469,31213.032939999997,5407.516469
867,20,early_visual,forrest,0.05689275200000001,PCA,103,-5380.93689,32389.87378,5380.93689
868,1,early_visual,sherlock,0.09998253900000001,voxel,47,-3222.421618,11048.843236,3222.421618
869,2,early_visual,sherlock,0.126052659,voxel,45,-3190.84809,10609.69618,3190.84809
870,3,early_visual,sherlock,0.099566534,voxel,47,-3211.32413,11026.64826,3211.32413
871,4,early_visual,sherlock,0.10748132699999999,voxel,45,-3223.394633,10674.789266,3223.394633
872,5,early_visual,sherlock,0.101801048,voxel,44,-3211.311266,10468.622532,3211.311266
873,6,early_visual,sherlock,0.138944547,voxel,49,-3152.878264,11301.756528,3152.878264
874,7,early_visual,sherlock,0.130160394,voxel,46,-3161.7537039999997,10737.507408,3161.7537039999997
875,8,early_visual,sherlock,0.124592657,voxel,47,-3174.649009,10953.298018,3174.649009
876,9,early_visual,sherlock,0.109890725,voxel,48,-3230.737057,11259.474114,3230.737057
877,10,early_visual,sherlock,0.09674380099999999,voxel,45,-3243.666388,10715.332776000001,3243.666388
878,11,early_visual,sherlock,0.10102585300000001,voxel,47,-3222.479582,11048.959164,3222.479582
879,12,early_visual,sherlock,0.08296493,voxel,46,-3226.7875480000002,10867.575095999999,3226.7875480000002
880,13,early_visual,sherlock,0.10624957800000001,voxel,43,-3238.6742489999997,10345.348498000001,3238.6742489999997
881,14,early_visual,sherlock,0.11357920199999999,voxel,50,-3204.314258,11606.628515999999,3204.314258
882,15,early_visual,sherlock,0.12341557199999999,voxel,45,-3164.375963,10556.751926,3164.375963
883,16,early_visual,sherlock,0.114083325,voxel,43,-3217.6323820000002,10303.264764,3217.6323820000002
884,1,aud_early,sherlock,0.197594009,TSNE,18,-2633.906588,5985.813175,2633.906588
885,2,aud_early,sherlock,0.090568824,TSNE,18,-2809.33654,6336.67308,2809.33654
886,3,aud_early,sherlock,0.10711863,TSNE,18,-2789.568298,6297.136596,2789.568298
887,4,aud_early,sherlock,0.10194602,TSNE,18,-2786.073538,6290.147075,2786.073538
888,5,aud_early,sherlock,0.113879396,TSNE,18,-2798.394374,6314.788747,2798.394374
889,6,aud_early,sherlock,0.07542695,TSNE,18,-2891.2007949999997,6500.401589,2891.2007949999997
890,7,aud_early,sherlock,0.256914798,TSNE,18,-2614.101921,5946.203843,2614.101921
891,8,aud_early,sherlock,0.09658008900000001,TSNE,17,-2836.6304,6317.2608009999985,2836.6304
892,9,aud_early,sherlock,0.072560711,TSNE,19,-2835.740252,6467.480504,2835.740252
