,subject,ROI,avg_difference,embed_method
78,15,pmc_nn,-0.003018362277619475,LLE
79,16,pmc_nn,-0.0020307799967217433,LLE
80,1,pmc_nn,0.0005652435090581308,ISOMAP
81,2,pmc_nn,0.03472239675645964,ISOMAP
82,3,pmc_nn,0.015038429512915657,ISOMAP
83,4,pmc_nn,0.002887830966991573,ISOMAP
84,5,pmc_nn,0.01307483263752824,ISOMAP
85,6,pmc_nn,0.03543667595630524,ISOMAP
86,7,pmc_nn,0.025449988043501088,ISOMAP
87,8,pmc_nn,0.005842325009220081,ISOMAP
88,9,pmc_nn,0.00405228189486051,ISOMAP
89,10,pmc_nn,0.012421376587256677,ISOMAP
90,11,pmc_nn,-0.00042746112519703196,ISOMAP
91,12,pmc_nn,0.022926261868134318,ISOMAP
92,13,pmc_nn,0.011930181426028731,ISOMAP
93,14,pmc_nn,0.0029793814389663296,ISOMAP
94,15,pmc_nn,-0.008351176574316608,ISOMAP
95,16,pmc_nn,-0.0034936098350257802,ISOMAP
96,1,pmc_nn,0.07385265275956791,SMOOTH_PHATE
97,2,pmc_nn,0.04852444890790146,SMOOTH_PHATE
98,3,pmc_nn,0.05304798454830223,SMOOTH_PHATE
99,4,pmc_nn,-0.117449752076755,SMOOTH_PHATE
100,5,pmc_nn,-0.017630978103621922,SMOOTH_PHATE
101,6,pmc_nn,-0.03815881288043549,SMOOTH_PHATE
102,7,pmc_nn,0.10434913138268116,SMOOTH_PHATE
103,8,pmc_nn,0.08041285877383937,SMOOTH_PHATE
104,9,pmc_nn,-0.02511768786653804,SMOOTH_PHATE
105,10,pmc_nn,0.05597538528555969,SMOOTH_PHATE
106,11,pmc_nn,-0.0143574119382745,SMOOTH_PHATE
107,12,pmc_nn,-0.20083732574081706,SMOOTH_PHATE
108,13,pmc_nn,0.03373442856846854,SMOOTH_PHATE
109,14,pmc_nn,-0.1139268370328894,SMOOTH_PHATE
110,15,pmc_nn,-0.2515388542258739,SMOOTH_PHATE
111,16,pmc_nn,-0.12089199758546215,SMOOTH_PHATE
112,1,pmc_nn,-0.016294040754813874,PHATE_TIME
113,2,pmc_nn,0.0280326052330716,PHATE_TIME
114,3,pmc_nn,0.13551745395638154,PHATE_TIME
115,4,pmc_nn,-0.03518063187403896,PHATE_TIME
116,5,pmc_nn,0.28807359322110204,PHATE_TIME
117,6,pmc_nn,0.2122896651735792,PHATE_TIME
118,7,pmc_nn,0.0009939200799577849,PHATE_TIME
119,8,pmc_nn,-0.2942569024452107,PHATE_TIME
120,9,pmc_nn,0.1785825695549014,PHATE_TIME
121,10,pmc_nn,0.4313168218655853,PHATE_TIME
122,11,pmc_nn,-0.09408448176620983,PHATE_TIME
123,12,pmc_nn,-0.008961194026722621,PHATE_TIME
124,13,pmc_nn,0.14643370699344668,PHATE_TIME
125,14,pmc_nn,0.15689909451222153,PHATE_TIME
126,15,pmc_nn,-0.025310784378199603,PHATE_TIME
127,16,pmc_nn,0.09383414555704568,PHATE_TIME
128,1,pmc_nn,-0.004416128967757004,TSNE
129,2,pmc_nn,0.004459534843305422,TSNE
130,3,pmc_nn,0.010405212507040773,TSNE
131,4,pmc_nn,-0.006598660780229994,TSNE
132,5,pmc_nn,-0.004837729311080226,TSNE
133,6,pmc_nn,0.016284901480260322,TSNE
134,7,pmc_nn,0.04128784269287926,TSNE
135,8,pmc_nn,0.002453835720566162,TSNE
136,9,pmc_nn,0.020712118346813014,TSNE
137,10,pmc_nn,0.008135120363926126,TSNE
138,11,pmc_nn,0.0009006602434798243,TSNE
139,12,pmc_nn,0.017750417349990274,TSNE
140,13,pmc_nn,0.032335207103707096,TSNE
141,14,pmc_nn,-0.019413170511103608,TSNE
142,15,pmc_nn,0.006916968651982177,TSNE
143,16,pmc_nn,-0.0006695052610723113,TSNE
144,1,pmc_nn,-0.005258790775219554,voxel
145,2,pmc_nn,0.0119093129221681,voxel
146,3,pmc_nn,0.012238162111200771,voxel
147,4,pmc_nn,0.002453073785968798,voxel
148,5,pmc_nn,0.004340474154234871,voxel
149,6,pmc_nn,0.01662807676939449,voxel
150,7,pmc_nn,0.008978494024770672,voxel
151,8,pmc_nn,0.0035246129803630094,voxel
152,9,pmc_nn,0.0053411316408265895,voxel
153,10,pmc_nn,0.0019035658496949614,voxel
154,11,pmc_nn,-0.0025355789130653483,voxel
155,12,pmc_nn,0.010350349643208271,voxel
156,13,pmc_nn,0.0074503631975453375,voxel
157,14,pmc_nn,-2.48212374474982e-05,voxel
158,15,pmc_nn,0.007646457591422941,voxel
159,16,pmc_nn,0.007946007640927675,voxel
